serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2010-02034,,天堂一樣,Chinese,亦舒,亦舒著,天地,978-962-950-984-2,,,$,60.00,,,,,,香港,2010,,「亦舒系列」小說; 270,
2010-00722,,,Chinese,孔子:電影《孔子》原,孔子:電影《孔子》原著小說= Confucius陳汗著,右出版,978-988-18477-3-7,,,$,88.00,,,,,,香港,2010,,好文本; 01,
2010-00246,,少年刑警. 8,Chinese,安童夕馬朝基勝士,安童夕馬朝基勝士著鳥山亂譯,東立香港中文版,978-986-10-2583-4,,,$,30.00,,,,,,香港,2009,,,
2010-00247,,少年刑警. 9,Chinese,安童夕馬朝基勝士,安童夕馬朝基勝士著鳥山亂譯,東立香港中文版,978-986-10-2874-3,,,$,30.00,,,,,,香港,2009,,,
2010-00248,,少年刑警. 10,Chinese,安童夕馬朝基勝士,安童夕馬朝基勝士著鳥山亂譯,東立香港中文版,978-986-10-3180-4,,,$,30.00,,,,,,香港,2009,,,
2010-00249,,少年刑警. 11,Chinese,安童夕馬朝基勝士,安童夕馬朝基勝士著鳥山亂譯,東立香港中文版,978-986-10-3536-9,,,$,30.00,,,,,,香港,2009,,,
2010-00250,,少年刑警. 13,Chinese,安童夕馬朝基勝士,安童夕馬朝基勝士著鳥山亂譯,東立香港中文版,978-986-10-4122-3,,,$,30.00,,,,,,香港,2009,,,
2010-00383,,少年刑警. 14,Chinese,安童夕馬朝基勝士,安童夕馬朝基勝士著鳥山亂譯,東立香港中文版,978-986-10-4477-4,,,$,30.00,,,,,,香港,2009,,,
2010-00943,,少年崇拜.第12冊,Chinese,,鮑許冰清主編殷韓桂芬修訂,中國基督教播道會文字部修訂版2009,978-962-673-390-5,,,$,35.00,,,,,,香港,2009,,,
2010-00930,,屯門區醫療服務意見調查報告書,Chinese,,香港復康會社區復康網絡大興中心編,香港復康會,978-988-98878-6-5,,,,,,,,,,香港,2009,,,
2010-00155,,幻想香人. 1,Chinese,唐沢千晶,唐沢千晶著蔡妃甯譯,東立香港中文版,978-962-955-666-2,,,$,30.00,,,,,,香港,2009,,,
2010-00683,,幻影迷陣,Chinese,馬星原,馬星原著,世紀文化,978-988-8014-63-7,,,$,28.00,,,,,,香港,2010,,白貓黑貓數碼西遊系列,
2010-02498,,廿一世紀現代數學題目庫(教師專用). 1上,Chinese,,,現代教育研究社修訂版,978-962-371-134-0,,,,,,,,,,香港,2009,,,
2010-02547,,廿一世紀現代數學題目庫(教師專用). 1下,Chinese,,,現代教育研究社修訂版,978-962-371-511-9,,,,,,,,,,香港,2009,,,
2010-02499,,廿一世紀現代數學題目庫(教師專用). 2上,Chinese,,,現代教育研究社修訂版,978-962-371-135-7,,,,,,,,,,香港,2009,,,
2010-02548,,廿一世紀現代數學題目庫(教師專用). 2下,Chinese,,,現代教育研究社修訂版,978-962-371-512-6,,,,,,,,,,香港,2009,,,
2010-02500,,廿一世紀現代數學題目庫(教師專用). 3上,Chinese,,,現代教育研究社修訂版,978-962-371-136-4,,,,,,,,,,香港,2009,,,
2010-02549,,廿一世紀現代數學題目庫(教師專用). 3下,Chinese,,,現代教育研究社修訂版,978-962-371-657-4,,,,,,,,,,香港,2009,,,
2010-02501,,廿一世紀現代數學題目庫(教師專用). 4上,Chinese,,,現代教育研究社修訂版,978-962-371-137-1,,,,,,,,,,香港,2009,,,
2010-02550,,廿一世紀現代數學題目庫(教師專用). 4下,Chinese,,,現代教育研究社修訂版,978-962-371-799-1,,,,,,,,,,香港,2009,,,
2010-02502,,廿一世紀現代數學題目庫(教師專用). 5上,Chinese,,,現代教育研究社修訂版,978-962-371-405-1,,,,,,,,,,香港,2009,,,
2010-02551,,廿一世紀現代數學題目庫(教師專用). 5下,Chinese,,,現代教育研究社修訂版,978-962-371-905-6,,,,,,,,,,香港,2009,,,
2010-02503,,廿一世紀現代數學題目庫(教師專用). 6上,Chinese,,,現代教育研究社修訂版,978-962-371-406-8,,,,,,,,,,香港,2009,,,
2010-02552,,廿一世紀現代數學題目庫(教師專用). 6下,Chinese,,,現代教育研究社修訂版,978-962-371-906-3,,,,,,,,,,香港,2009,,,
2010-01143,,心悟．心語．心得,Chinese,張銀倉,張銀倉著,中國圖書,978-988-18796-0-8,,,$,40.00,,,,,,香港,2009,,內容以簡體字排版,
2010-02244,,心動月夜. 4,Chinese,池野戀,池野戀著C.L.譯,玉皇朝出版香港中文版,978-988-8035-48-9,,,$,38.00,,,,,,香港,2009,,,
2010-02482,"The reunion of psyche and spirit : from Sigmund Freud to Micheael White, with the case illustration of marital infidelity",心理與心靈的重聚:從佛洛依德到米高維:婚外情個案演繹,Chinese,霍玉蓮,霍玉蓮著,基道,978-962-457-389-3,,,$,128.00,,,,,,香港,2009,,Elite,
2010-01281,,心甜．Stephy,Chinese,鄧麗欣,鄧麗欣著,海濱,978-988-202-683-4,,,$,98.00,,,,,,香港,2009,,,
2010-00855,,心經透網(附原始佛教四諦釋),Chinese,釋明慧法師,釋明慧法師著述,明珠佛學社,978-962-7935-11-7,,,$,20.00,,,,,,香港,2010,,明珠佛學社佛學叢書; 8,
2010-01357,,心魔役者. 1,Chinese,中山敦支,中山敦支著苗嘉詠譯,文化傳信香港中文版,978-988-8025-45-9,,,$,30.00,,,,,,香港,2009,,,
2010-01358,,心魔役者. 2,Chinese,中山敦支,中山敦支著苗嘉詠譯,文化傳信香港中文版,978-988-8025-80-0,,,$,30.00,,,,,,香港,2009,,,
2010-01359,,心魔役者. 3,Chinese,中山敦支,中山敦支著苗嘉詠譯,文化傳信香港中文版,978-988-8049-02-8,,,$,30.00,,,,,,香港,2009,,,
2010-01516,"What price my soul? Global capitalism, education and spirituality",心靈何價？資本主義全球化下的教育與心靈:基督宗教與中華文化傳統的回應,Chinese,陸鴻基,陸鴻基著,香港中文大學崇基學院神學院,978-962-7137-44-3,,,$,80.00,,,,,,香港,2009,"21厘米xvi, 198頁",龐萬倫基督教與中國文化講座系列; 4,
2010-02969,,心靈學園戀變化.第1期,Chinese,香代乃,香代乃著小凡譯,天下出版(國際)香港中文版,978-988-8030-70-5,,,$,30.00,,,,,,香港,2010,,,
2010-02970,,心靈學園戀變化.第2期,Chinese,香代乃,香代乃著小凡譯,天下出版(國際)香港中文版,978-988-8030-71-2,,,$,30.00,,,,,,香港,2010,,,
2010-00772,,手珠心算班.第4冊,Chinese,,,天平兒童基礎教育中心,978-988-18844-1-1,,,$,30.00,,,,,,香港,2010,,,
2010-00773,,手珠心算班.第5冊,Chinese,,,天平兒童基礎教育中心,978-988-18844-2-8,,,$,30.00,,,,,,香港,2010,,,
2010-00774,,手珠心算班.第6冊,Chinese,,,天平兒童基礎教育中心,978-988-18844-3-5,,,$,30.00,,,,,,香港,2010,,,
2010-01596,,文獻集郵整理類三集,Chinese,,葛建業王建平編,中國郵史,978-988-18694-3-2,,,$,30.00,,,,,,香港,2010,"21厘米ii, 196頁插圖",內容以簡體字排版,
2010-02043,,方留戀處,Chinese,劉紹銘,劉紹銘著,天地,978-988-219-130-3,,,$,65.00,,,,,,香港,2009,,愛讀散文,
2010-01376,,月光條例. 6,Chinese,藤田和日郎,藤田和日郎著苗嘉詠譯,文化傳信香港中文版,978-988-8025-87-9,,,$,30.00,,,,,,香港,2009,,,
2010-02940,,月色滿天,Chinese,郭虎春,郭虎春著,中國作家出版社,978-988-18649-6-3,,,$,21.80,,,,,,香港,2009,,內容以簡體字排版,
2010-00031,,月坡居吟草,Chinese,陳尚才,陳尚才著,香港文學報社,978-962-962-290-9,,,$,21.00,,,,,,香港,2009,,內容以簡體字排版,
2010-00679,,月薪一萬元滾出$100萬,Chinese,出版動力編輯部龐敏妮,出版動力編輯部龐敏妮著,出版動力第二版,978-988-18237-0-0,,,$,68.00,,,,,,香港,2009,,理財策劃專家,
2010-01773,Mao iconology,毛澤東圖像研究,Chinese,楊昊成,楊昊成著,時代國際,978-988-17927-7-8,,,$,128.00,,,,,,香港,2009,,九思實錄書系,
2010-02908,,毛澤東稱之為火箭王:解密錢學森,Chinese,葉永烈,葉永烈著,時代國際,978-988-18551-8-3,,,$,110.00,,,,,,香港,2010,,九思實錄書系,
2010-00992,Mao Zedong and Wen Wei Po,毛澤東與文匯報,Chinese,鄭重,鄭重著,中文大學出版社,978-962-996-424-5,,,$,180.00,,,,,,香港,2010,,,
2010-00966,,水晶美容療法,Chinese,天林,天林著,蓮泰,978-988-17737-6-0,,,$,68.00,,,,,,香港,2010,,,
2010-00747,,水調歌頭,Chinese,蔡炎培,蔡炎培著,風雅,978-988-18610-2-3,,,$,50.00,,,,,,香港,2009,,,
2010-00757,,水墨前沿:中國畫名家十人展作品集,Chinese,,曹懿主編,中國藝術家出版社,978-988-18901-3-9,,,$,58.00,,,,,,香港,2009,,內容以簡體字排版,
2010-01275,,火星同學會,Chinese,王德志,王德志著,世界,978-962-432-784-7,,,$,45.00,,,,,,香港,2009,,平旦漫畫.瘋狂校園系列,
2010-00221,,火鳳燎原.第34冊,Chinese,陳某,陳某著,東立,978-962-955-641-9,,,$,30.00,,,,,,香港,2009,,,
2010-00307,,火鳳燎原.第35冊,Chinese,陳某,陳某著,東立,978-962-955-661-7,,,$,30.00,,,,,,香港,2009,,,
2010-00308,,火鳳燎原.第36冊,Chinese,陳某,陳某著,東立,978-962-955-690-7,,,$,30.00,,,,,,香港,2009,,,
2010-00364,,火鳳燎原.第37冊,Chinese,陳某,陳某著,東立,978-962-955-715-7,,,$,30.00,,,,,,香港,2010,,,
2010-01073,,片片的感恩:我生命路上的天使,Chinese,彭振華,彭振華著,百樂工作室,978-988-97266-8-3,,,$,45.00,,,,,,香港,2009,,,
2010-02692,Oxford concise English-Chinese Chinese-English dictionary,牛津精選英漢.漢英詞典,Chinese,,Martin H. Manser英語文本主編朱原王良碧任永長英漢詞典編譯吳景榮等漢英詞典編,牛津大學出版社(中國)第四版,978-0-19-800630-5,,,$,120.00,,,,,,香港,2009,"15厘米10, 633頁中英對照",,
2010-02480,,,Chinese,王明道,王明道著作每日選讀1999香港基道5版,,978-962-7048-07-7,,,$,68.00,,,,,,,,,,
2010-02216,,王道:投注王終極奧義,Chinese,高乘駿,高乘駿著,青森文化,978-988-8039-59-3,,,$,148.00,,,,,,香港,2009,,博奕; 001,
2010-02956,The unparalleled career of the world’s 100 summit figures,世界100位首腦:人物曠世錄,Chinese,,張劍主編,中國新聞聯合,978-988-18821-9-6,,,CNY,32.00,,,,,,香港,2010,,內容以簡體字排版,
2010-02033,,世界換你微笑,Chinese,亦舒,亦舒著,天地,978-962-950-983-5,,,$,60.00,,,,,,香港,2009,,「亦舒系列」小說; 269,
2010-00358,,主將！地院家若美. 7,Chinese,Yakiudon,Yakiudon著吳勵誠譯,東立香港中文版,978-986-10-4123-0,,,$,30.00,,,,,,香港,2009,,,
2010-00234,,他只是朋友. 1,Chinese,吉岡李々子,吉岡李々子著光依譯,東立香港中文版,978-986-10-3647-2,,,$,30.00,,,,,,香港,2009,,,
2010-00235,,他只是朋友. 2,Chinese,吉岡李々子,吉岡李々子著光依譯,東立香港中文版,978-986-10-3648-9,,,$,30.00,,,,,,香港,2009,,,
2010-00236,,他只是朋友. 3,Chinese,吉岡李々子,吉岡李々子著光依譯,東立香港中文版,978-986-10-3649-6,,,$,30.00,,,,,,香港,2009,,,
2010-00237,,他只是朋友. 4,Chinese,吉岡李々子,吉岡李々子著光依譯,東立香港中文版,978-986-10-3650-2,,,$,30.00,,,,,,香港,2009,,,
2010-00229,,他只是朋友. 5,Chinese,吉岡李々子,吉岡李々子著光依譯,東立香港中文版,978-986-10-4108-7,,,$,35.00,,,,,,香港,2009,,,
2010-01748,,他在哪兒？,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-8056-48-4,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2010-01863,,他在哪兒？我喜歡⋯,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-18550-4-6,,,$,200.00,,,,,,香港,2009,"30厘米10, 10頁彩色插圖(藍系列; B)",部分內容以英文排版,
2010-00746,,代寫情書,Chinese,蔡炎培,蔡炎培著,風雅,978-988-18610-3-0,,,$,50.00,,,,,,香港,2010,,,
2010-02329,Cinderella paper doll,仙履奇緣紙娃娃,Chinese,,,正文社,978-988-210-858-5,,,$,20.00,,,,,,香港,2010,,迪士尼公主紙娃娃系列,
2010-02324,,仙履奇緣填色遊樂圖冊,Chinese,,,正文社,978-988-210-867-7,,,$,18.00,,,,,,香港,2010,28厘米無頁碼全插圖,迪士尼公主系列,
2010-00651,,以心護心,Chinese,,郭安慶周慕慈何鴻光編,星島,978-962-672-827-7,,,$,88.00,,,,,,香港,2009,,養和醫健百科,
2010-01713,,出去玩,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-8056-18-7,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2010-01868,,出去玩;小龍的房間很亂,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-18548-9-6,,,$,200.00,,,,,,香港,2009,"30厘米10, 10頁彩色插圖(綠系列; A)",部分內容以英文排版,
2010-02466,,加點愛．結伴行地區預防家暴訓練手冊,Chinese,,葉長秀等編2008香港和諧之家,,978-988-98522-5-2,,,,,,,,,,,,,,
2010-02222,A legend of 50 years : celebrating fifty years of the National Ballet of China,半個世紀的傳奇:慶祝中國家芭蕾舞團建團五十周年,Chinese,,趙汝蘅主編,中國書局有限公司,978-962-8785-55-1,,精裝,$,498.00,,,,,,香港,2009,30厘米303頁插圖(部份彩色),部分內容以英文排版,
2010-02171,,卡耐基100條生活法則冬霞文正子圖,Chinese,,,非凡出版,978-962-231-052-0,,,$,48.00,,,,,,香港,2010,,,
2010-01692,,去動物園,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-8056-36-1,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2010-01875,,去動物園;紫禁城,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-18549-8-8,,,$,200.00,,,,,,香港,2009,"30厘米10, 10頁彩色插圖(紅系列; A)",部分內容以英文排版,
2010-00955,,司馬光,Chinese,劉俐,劉俐著思展工作室圖,思展兒童文化社,978-988-18011-0-4,,套裝,,,,,,$,18.00,香港,2009,19厘米無頁碼彩色插圖,部分內容以英文排版,
2010-01248,,古道迴音:聖經人物素描,Chinese,楊牧谷,楊牧谷著,更新資源,978-988-18578-4-2,,,$,88.00,,,,,,香港,2009,,講道系列; 1,
2010-02364,,可不可以不要鐵飯碗:彎彎各行各業初體驗,Chinese,彎彎,彎彎著,青春文化事業,978-988-18462-5-9,,,$,60.00,,,,,,香港,2010,,彎彎塗鴉日記; 5,
2010-02177,,"右腦風暴. 1,記憶與想像能力大測試",Chinese,,龔勛主編,開明書店,978-962-459-214-6,,,$,38.00,,,,,,香港,2010,,腦力激盪,
2010-02178,,"右腦風暴. 2,考一考你的觀察力和EQ",Chinese,,龔勛主編,開明書店,978-962-459-215-3,,,$,38.00,,,,,,香港,2010,,腦力激盪,
2010-02179,,"右腦風暴. 3,分析與動力訓練營",Chinese,,龔勛主編,開明書店,978-962-459-216-0,,,$,38.00,,,,,,香港,2010,,腦力激盪,
2010-02894,,台北食玩拍精華版！,Chinese,戴保倫,戴保倫著,I Can Publishing 2010全新版,978-988-18939-1-8,,,$,78.00,,,,,,香港,2010,,I Can旅遊系列; 01,
2010-01292,,台海風雲錄,Chinese,柳扶風,柳扶風著,獲益,978-962-449-514-0,,,$,58.00,,,,,,香港,2009,,散文系列,
2010-00150,,只要妳說妳愛我. 1,Chinese,葉月鼎,葉月鼎著吳美嬅譯,東立香港中文版,978-986-10-3645-8,,,$,30.00,,,,,,香港,2009,,,
2010-00151,,只要妳說妳愛我. 2,Chinese,葉月鼎,葉月鼎著吳美嬅譯,東立香港中文版,978-986-10-3646-5,,,$,30.00,,,,,,香港,2009,,,
2010-01384,,史上最強弟子兼一. 35,Chinese,松江名俊,松江名俊著D.R.譯,文化傳信香港中文版,978-988-8025-85-5,,,$,30.00,,,,,,香港,2009,,,
2010-01069,,四川活力娃娃:從災民勇敢面對困難中體會的感恩與盼望,Chinese,,曾淑婷等編,香港基督教青年會,978-988-18918-1-5,,,$,68.00,,,,,,香港,2010,,,
2010-01736,,外面很冷,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-8056-11-8,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2010-02103,Big Boatα,巨輪該浪,Chinese,赤川次郎,赤川次郎著葉蕙譯,正文社,978-988-210-808-0,,,$,88.00,,,,,,香港,2009,,懸疑系列,
2010-02174,,"左腦風暴. 1,走出序列與文字遊戲迷宮",Chinese,,龔勛主編,開明書店,978-962-459-211-5,,,$,38.00,,,,,,香港,2010,,腦力激盪,
2010-02175,,"左腦風暴. 2,計算與邏輯能力大挑戰",Chinese,,龔勛主編,開明書店,978-962-459-212-2,,,$,38.00,,,,,,香港,2010,,腦力激盪,
2010-02176,,"左腦風暴. 3,推理大師與偵探高手大檢閱",Chinese,,龔勛主編,開明書店,978-962-459-213-9,,,$,38.00,,,,,,香港,2010,,腦力激盪,
2010-00975,Canton municipal arts institute : passing the torch 2009,市美雄風薪火相傳2009,Chinese,,市美雄風編輯委員會編,香港市美畫院同學會,978-988-18751-1-2,,精裝,,,,,,,,香港,2009,,,
2010-01239,,市區重建策略檢討:「久在樊籠裡，復得反自然」,Chinese,鄧永成,鄧永成著,香港浸會大學.中國城市與區域研究中心,978-962-8804-90-0,,,$,30.00,,,,,,香港,2009,"30厘米24, 7頁(Occasional Paper (Centre for China Urban",,
2010-00723,China張雷主筆,平衡木上的中國:華文報紙大陸時評專檔選集二００九年卷,Chinese,,,香港中國新聞,978-988-99142-0-2,,,$,68.00,,,,,,香港,2009,,內容以簡體字排版,
2010-02137,,幼兒填色.日常用品,Chinese,,,精英,978-988-8046-29-4,,,$,12.00,,,,,,香港,2010,17 x 19厘米79頁插圖,附貼紙1張,
2010-02136,,幼兒填色.交通工具,Chinese,,,精英,978-988-8046-27-0,,,$,12.00,,,,,,香港,2010,17 x 19厘米79頁插圖,附貼紙1張,
2010-02138,,幼兒填色.動物世界,Chinese,,,精英,978-988-8046-28-7,,,$,12.00,,,,,,香港,2010,17 x 19厘米79頁插圖,附貼紙1張,
2010-02139,,幼兒填色.蔬菜植物,Chinese,,,精英,978-988-8046-26-3,,,$,12.00,,,,,,香港,2010,17 x 19厘米79頁插圖,附貼紙1張,
2010-01587,,"打好語文基礎必勝秘笈:故事畫冊.單元1,交通工具",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,,
2010-01588,,"打好語文基礎必勝秘笈:故事畫冊.單元2,動物朋友",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,,
2010-01589,,"打好語文基礎必勝秘笈:故事畫冊.單元3,我的社區",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,,
2010-01591,,"打好語文基礎必勝秘笈:故事畫冊.單元5,食物與健康",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,,
2010-01592,,"打好語文基礎必勝秘笈:故事畫冊.單元6,食物種類多",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,,
2010-01581,,"打好語文基礎必勝秘笈:單元練習冊.單元1,交通工具",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附兒歌1張,
2010-01582,,"打好語文基礎必勝秘笈:單元練習冊.單元2,動物朋友",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附兒歌2張,
2010-01583,,"打好語文基礎必勝秘笈:單元練習冊.單元3,我的社區",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附兒歌2張及貼紙1張,
2010-01584,,"打好語文基礎必勝秘笈:單元練習冊.單元4,幫助我們的人",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附兒歌2張及貼紙1張,
2010-01585,,"打好語文基礎必勝秘笈:單元練習冊.單元5,食物與健康",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附兒歌2張,
2010-01586,,"打好語文基礎必勝秘笈:單元練習冊.單元6,食物種類多",Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附兒歌2張,
2010-01580,,打好語文基礎必勝秘笈:學前語文學習教材套實戰手冊,Chinese,張嘉恩,張嘉恩著,香港耀能協會,978-962-8890-16-3,,全套,$,250.00,,,,,,香港,2010,,附數碼影音光碟1隻,
2010-01723,,打招呼,Chinese,David Wu Chien Fook,David Wu Chien Fook著,PPP,978-988-8056-60-6,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2010-01856,,打招呼;學校的一年,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-18550-0-8,,,$,200.00,,,,,,香港,2009,"30厘米10, 10頁彩色插圖(紫系列; B)",部分內容以英文排版,
2010-00275,,打擊王凜. 13,Chinese,佐野隆,佐野隆著杜信彰譯,東立香港中文版,978-986-10-2414-1,,,$,30.00,,,,,,香港,2009,,,
2010-00276,,打擊王凜. 14,Chinese,佐野隆,佐野隆著杜信彰譯,東立香港中文版,978-986-10-2999-3,,,$,30.00,,,,,,香港,2009,,,
2010-00277,,打擊王凜. 15,Chinese,佐野隆,佐野隆著杜信彰譯,東立香港中文版,978-986-10-3772-1,,,$,30.00,,,,,,香港,2009,,,
2010-00626,,未名亞太論叢.第2輯,Chinese,,北京大學亞太研究院編,中國世紀出版集團,978-988-18091-7-9,,,$,48.00,,,,,,香港,2009,,內容以簡體字排版,
2010-02310,,未名亞太論叢.第3輯,Chinese,,北京大學現代日本研究中心編,中國世紀出版集團,978-988-18091-8-6,,,$,48.00,,,,,,香港,2009,,內容以簡體字排版,
2010-00936,Education of future,未來教育,Chinese,胡天將,胡天將著,中國新聞聯合,978-988-18821-2-7,,,CNY,36.00,,,,,,香港,2009,,內容以簡體字排版,
2010-01510,,正色香港:你看不見的種族色彩,Chinese,,,突破,978-962-8996-79-7,,,$,29.00,,,,,,香港,2010,,Breakazine ！ 006,
2010-02122,,民間故事精選,Chinese,,,精英,978-962-8995-96-7,,,$,48.00,,,,,,香港,2009,,精彩故事集,
2010-02212,,永不凋零的雪絨花,Chinese,沈岩,沈岩著,青森文化,978-988-8039-66-1,,,$,48.00,,,,,,香港,2009,,,
2010-00694,,永隆七十五載香江情緣,Chinese,,李慶餘編,永隆銀行,,,精裝,,,,,,,,香港,2009,,內容以簡體字排版,
2010-02101,,永遠的好友:小熊維尼填色遊樂圖冊,Chinese,,,正文社,978-988-210-837-0,,,$,18.00,,,,,,香港,2009,,迪士尼填色遊戲圖冊系列,
2010-01006,,永遠的懷念:母親劉葵紀念集,Chinese,光遠,光遠著,香港出版社,978-988-17190-5-8,,精裝,$,152.00,,,,,,香港,2009,,內容以簡體字排版,
2010-01252,,玄門開位科陳耀庭注釋,Chinese,,,青松,978-988-17446-6-1,,,$,50.00,,,,,,香港,2009,,青松觀藏科儀經書注; 9,
2010-01571,Lucky fortune diary 2010,玄學行事曆2010,Chinese,蘇民峰,蘇民峰著,圓方,978-988-18424-2-8,,,$,78.00,,,,,,香港,2009,,,
2010-00777,,甘苦與共,Chinese,甘詠潮,甘詠潮著,新華書城,978-988-18076-6-3,,,$,68.00,,,,,,香港,2009,,,
2010-02925,,甘偉培2010投資通勝,Chinese,甘偉培,甘偉培著,博顥,978-988-18585-7-3,,,$,88.00,,,,,,香港,2010,,,
2010-00784,,甘詠潮2010金虎流年生肖運程,Chinese,甘詠潮,甘詠潮著,新華書城,978-988-99998-0-3,,,$,48.00,,,,,,香港,2010,,,
2010-02968,,生化者危機. 1,Chinese,貳瓶勉,貳瓶勉著孫智灼譯,天下出版(國際)香港中文版,978-988-8030-28-6,,,$,35.00,,,,,,香港,2010,,,
2010-01750,,生日快樂！,Chinese,Mei Shiwen,Mei Shiwen著,PPP,978-988-8056-43-9,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2010-02181,,生命,Chinese,謝柏樟鄭林峰,謝柏樟鄭林峰著,世界,978-962-432-781-6,,,$,58.00,,,,,,香港,2010,,吾問吾識小百科,
2010-00148,,生命. 1,Chinese,茉茉奇麗子,茉茉奇麗子著王薇婷譯,東立香港中文版,978-986-10-4200-8,,,$,30.00,,,,,,香港,2009,,,
2010-00149,,生命. 2,Chinese,茉茉奇麗子,茉茉奇麗子著王薇婷譯,東立香港中文版,978-986-10-4201-5,,,$,30.00,,,,,,香港,2009,,,
2010-02898,,生命的足音,Chinese,韓什全,韓什全著,書藝,978-988-18574-0-8,,,$,18.00,,,,,,香港,2009,,內容以簡體字排版,
2010-01031,,生命的樂章:十七位長者的生命見證,Chinese,,丁愛英等訪問撰文,從心會社,978-988-17584-6-0,,,$,20.00,,,,,,香港,2009,,,
2010-00244,,生命最後一個月的花嫁,Chinese,森尾理奈TBS電視台報導局,森尾理奈TBS電視台報導局著江荷偲譯,東立香港中文版,978-986-10-4586-3,,,$,30.00,,,,,,香港,2009,,,
2010-02184,,生命誰做主,Chinese,鄒紀平,鄒紀平著,科學教育,978-988-18391-6-9,,,$,88.00,,,,,,香港,2009,,內容以簡體字排版,
2010-01514,,生物科多項選擇題.第1冊,Chinese,伍新華編,伍新華編著,德嘉教育,978-962-7690-62-7,,,$,58.00,,,,,,香港,2009,,,
2010-02872,,"生物探知. 1A,細胞與生命分子.教師手冊",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-390-2,,,,,,,,,,香港,2009,,,
2010-00908,,"生物探知. 1B,細胞與生命分子",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-376-6,,,$,95.00,,,,,,香港,2009,,,
2010-02873,,"生物探知. 1B,細胞與生命分子.教師手冊",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-391-9,,,,,,,,,,香港,2009,,,
2010-02831,,"生物探知. 2,遺傳與進化",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-377-3,,,$,115.00,,,,,,香港,2009,,,
2010-00909,,"生物探知. 3A,生物與環境",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-378-0,,,$,170.00,,,,,,香港,2009,,,
2010-02874,,"生物探知. 3A,生物與環境.教師手冊",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-393-3,,,,,,,,,,香港,2009,,,
2010-02832,,生物探知. 3B.生物與環境,Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-379-7,,,$,170.00,,,,,,香港,2009,,,
2010-00910,,"生物探知. 3C,生物與環境",Chinese,葉殿恩葉王易安,葉殿恩葉王易安著,時信出版(香港),978-988-218-380-3,,,$,95.00,,,,,,香港,2009,,,
