serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2011-00684,"NEW senior secondary exploring economics. 1, Demand and supply. Compulsory. Study guide. For consolidation and enhancement",,English,,,Pearson Education Asia Limited,978-988-00-3885-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"74 p. : ill., charts ; 20 cm.",,
2011-00681,"NEW senior secondary exploring economics. 1, Demand and supply. Compulsory. Teacher’s edition",,English,"Lam Pun Lee, Wong Yuen Chi",,Pearson Education Asia Limited,978-988-00-3829-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"239 p. : col. ill., charts ; 27 cm.",Includes index,
2011-00685,"NEW senior secondary exploring economics. 2, Firms and production. Compulsory. Study guide. For consolidation and enhancement",,English,,,Pearson Education Asia Limited,978-988-00-3886-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"80 p. : ill., charts ; 20 cm.",,
2011-00682,"NEW senior secondary exploring economics. 2, Firms and production. Compulsory. Teacher’s edition",,English,"Lam Pun Lee, Wong Yuen Chi",,Pearson Education Asia Limited,978-988-00-3830-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"235 p. : col. ill., charts ; 27 cm.",Includes index,
2011-00686,"NEW senior secondary exploring economics. 3, Efficiency and equity. Compulsory. Study guide. For consolidation and enhancement",,English,,,Pearson Education Asia Limited,978-988-00-3887-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"51 p. : ill., charts ; 20 cm.",,
2011-00683,"NEW senior secondary exploring economics. 3, Efficiency and equity. Compulsory. Teacher’s edition",,English,"Lam Pun Lee, Wong Yuen Chi",,Pearson Education Asia Limited,978-988-00-3831-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"170 p. : col. ill., charts ; 27 cm.",Includes index,
2011-01506,"NEW senior secondary mathematics in action workbook. 4A, Teacher’s edition",,English,"C.K. Wong, Y.C. Woo, K.Y. Lee",,Pearson Education Asia Limited,978-988-00-4554-7,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. : 26 cm.,,
2011-01508,"NEW senior secondary mathematics in action. 4A, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4564-6,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"various paging : col. ill., charts ; 29 cm.",Includes index,
2011-01509,"NEW senior secondary mathematics in action. 4B, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4565-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,various paging : col. ill. ; 29 cm.,Includes index,
2011-01510,"NEW senior secondary mathematics in action. 5A, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4566-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,various paging : col. ill. ; 29 cm.,Includes index,
2011-01529,NEW senior secondary mathematics in action. 6A,,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-962-01-8884-8,,pbk.,,Unpriced,978-988-00-4507-3,,booklet,,,Hong Kong,2010,"various paging : col. ill., charts ; 29 cm.",+ revision handbook Includes index,
2011-01530,NEW senior secondary mathematics in action. 6A,,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4538-7,,sp,$,178.00,978-988-00-4507-3,,booklet,$,,Hong Kong,2010,"various paging : col. ill., charts ; 29 cm.",+ revision handbook Includes index,
2011-01531,"NEW senior secondary mathematics in action. 6A, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4568-4,,pbk.,$,178.00,,,,,,Hong Kong,2010,"various paging : col. ill., charts ; 29 cm.",Includes index,
2011-01511,"NEW senior secondary mathematics in action. Module 1, Calculus and statistics. 1, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4608-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,various paging : col. ill. ; 29 cm.,Includes index,
2011-01512,"NEW senior secondary mathematics in action. Module 1, Calculus and statistics. 2, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4609-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,various paging : col. ill. ; 29 cm.,Includes index,
2011-01498,"NEW senior secondary mathematics in action. Module 1, Calculus and statistics. Question Bank 1",,English,,,Pearson Education Asia Limited,978-988-00-4474-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"ix, 300 p. : ill. ; 30 cm.",,
2011-01513,"NEW senior secondary mathematics in action. Module 2, Algebra and calculus. 1, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4610-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,various paging : col. ill. ; 29 cm.,Includes index,
2011-01514,"NEW senior secondary mathematics in action. Module 2, Algebra and calculus. 2, Teacher’s edition",,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4611-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,various paging : col. ill. ; 29 cm.,Includes index,
2011-01499,"NEW senior secondary mathematics in action. Module 2, Algebra and calculus. Question Bank 1",,English,,,Pearson Education Asia Limited,978-988-00-4476-2,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"ix, 175 p. : ill. ; 30 cm.",,
2011-01502,NEW senior secondary mathematics in action. Question Bank 4A,,English,,,Pearson Education Asia Limited,978-988-00-4494-6,,pbk.,,Unpriced,,,,,,Hong Kong,2009,"ix, 347 p. : ill. ; 30 cm.",,
2011-01505,NEW senior secondary mathematics in action. Revision handbook 4A,,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4513-4,,pbk.,$,20.00,,,,,,Hong Kong,2009,70 p. : ill. ; 17 cm.,,
2011-01503,NEW senior secondary mathematics in action. Revision handbook 4B,,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4504-2,,pbk.,$,20.00,,,,,,Hong Kong,2009,72 p. : ill. ; 17 cm.,,
2011-01504,NEW senior secondary mathematics in action. Revision handbook 5A,,English,P.F. Man ... [et al.],,Pearson Education Asia Limited,978-988-00-4505-9,,pbk.,$,20.00,,,,,,Hong Kong,2009,66 p. : ill. ; 17 cm.,,
2011-01500,NEW senior secondary mathematics in action. Worksheets 4A,,English,,,Pearson Education Asia Limited,978-988-00-4484-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,173 p. : ill. ; 30 cm.,,
2011-01501,NEW senior secondary mathematics in action. Worksheets 4B,,English,,,Pearson Education Asia Limited,978-988-00-4485-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,188 p. : ill. ; 30 cm.,,
2011-01516,NEW senior secondary mathematics in action. Worksheets 5B,,English,,,Pearson Education Asia Limited,978-988-00-4487-8,,pbk.,,Unpriced,,,,,,Hong Kong,2010,211 p. : ill. ; 30 cm.,,
2011-00784,"NEW senior secondary physics at work. E1, Lesson worksheets",,English,,,Oxford University Press (China) Limited,978-0-19-800552-0,,pbk.,$,85.00,,,,,,Hong Kong,2010,"61 p. : ill., charts ; 30 cm.",Text partially in Chinese,
2011-00785,"NEW senior secondary physics at work. E2, Lesson worksheets",,English,,,Oxford University Press (China) Limited,978-0-19-800553-7,,pbk.,$,56.00,,,,,,Hong Kong,2010,"53 p. : ill., charts ; 30 cm.",Text partially in Chinese,
2011-00786,"NEW senior secondary physics at work. E3, Lesson worksheets",,English,,,Oxford University Press (China) Limited,978-0-19-800554-4,,pbk.,$,56.00,,,,,,Hong Kong,2010,"69 p. : ill., charts ; 30 cm.",Text partially in Chinese,
2011-00787,"NEW senior secondary physics at work. E4, Lesson worksheets",,English,,,Oxford University Press (China) Limited,978-0-19-800555-1,,pbk.,$,56.00,,,,,,Hong Kong,2010,"65 p. : ill., charts ; 30 cm.",Text partially in Chinese,
2011-01471,NEW senior secondary physics in life : bridging programme,新高中物理與生活:基礎手冊,English,,,Pearson Education Asia Limited,978-988-00-4179-2,,pbk.,$,38.00,,,,,,Hong Kong,2009,99 p. : ill. ; 26 cm.,Text in Chinese and English,
2011-01472,NEW senior secondary physics in life : experimental pack. Teacher’s edition,,English,,,Pearson Education Asia Limited,978-988-00-4185-3,,sp,,Unpriced,,,,,,Hong Kong,2009,"141 p. : ill., charts ; 30 cm.",,
2011-02512,"NEW senior secondary physics in life. 4B, Electricity and magnetism. Compulsory. Teacher’s edition",,English,S.S. Tong ... [et al.],,Pearson Education Asia Limited,978-988-00-5088-6,,pbk.,,Unpriced,,,,,,Hong Kong,2010,"244-457 p. : col. ill., charts ; 29 cm.",Includes index,
2011-02637,"NEWTON, Mary-Jane Of symbols misused",,English,Mary-Jane Newton,,Proverse Hong Kong,978-988-19321-5-0,,pbk.,$,98.00,,,,,,Hong Kong,2011,96 p. ; 21 cm.,Includes bibliographical references,
2011-00598,Emotive,,English,Judyanna Ng,,The Hong Kong Polytechnic University. Institute of Textiles and Clothing,978-962-367-711-0,,pbk.,,Unpriced,,,,,,Hong Kong,2010,37 p. : col. ill.; 29 cm.,,
2011-01260,Interesting Cantonese. 2,有趣廣東話. 2,English,"NG, Susanna",by Susanna Ng,Ming Man Publications Ltd,978-988-8027-68-2,,pbk.,$,210.00,,,,,,Hong Kong,2010,"viii, 257 p. ; 21 cm.",+ 3 audio CDs. Text in Chinese and English,
2011-01109,The 2010/11 budget : comments of young people,青年對2010/11年度財政預算案的評價,English,"Angela Ngai, Sharon Cheung",,The Hong Kong Federation of Youth Groups,978-988-18407-7-6,,pbk.,$,30.00,,,,,,Hong Kong,2010,53 p. : ill. ; 30 cm.,(Youth poll series ; No. 194) Text in Chinese and English,
2011-01110,Christmas : love and courtship online,聖誕鐘:危情在線,English,"Angela Ngai, Sharon Cheung",,The Hong Kong Federation of Youth Groups,978-988-18407-8-3,,pbk.,$,30.00,,,,,,Hong Kong,2010,45 p. ; 30 cm.,(Youth poll series ; No. 192) Text in Chinese and English,
2011-02662,NINE DRAGONS PAPER (HOLDINGS) LIMITED Nine Dragons Paper (Holdings) Limited 2010/2011 interim report,玖龍紙業(控股)有限公司2010,English,2011中期業績報告,,Nine Dragons Paper (Holdings) Limited,,,,,,,,,,,Hong Kong,2011,84 p. : col. ill. ; 29 cm.,Glossary Unpriced (pbk.),
2011-01987,"NIU, Michael C. Y. Composite airframe structures : practical design information and data",,English,Michael C.Y. Niu,,Hong Kong Conmilit Press Limited,978-962-7128-11-3,,,USD,65.00,,,,,,Hong Kong,2010,"xxvi, 688 p. : ill. ; 27 cm.",Includes bibliographical references and index,3rd ed.
2011-02575,NOBLE JEWELRY HOLDINGS LIMITED Noble Jewelry Holdings Limited interim report 2010,億鑽珠寶控股有限公司中期報告2010,English,,,Noble Jewelry Holdings Limited,,,,,,,,,,,Hong Kong,2010,"26, 26 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2011-00255,The missing reports,,English,"O’KEEFE, Kerry",Kerry O’Keefe ; illustrated by HKS,Headstart Group Limited,978-988-18104-8-9,,pbk.,$,58.00,,,,,,Hong Kong,2010,47 p. : col. ill. ; 23 cm.,+ 1 CD-ROM (Headstart dramatic readers ; 4),
2011-00251,The missing reports,,English,Kerry O’Keefe,,Headstart Group Limited,978-988-17357-7-5,,pbk.,$,58.00,,,,,,Hong Kong,2009,36 p. : col. ill. ; 23 cm.,+ 1 CDROM (Headstart dramatic readers ; 3),
2011-00258,The missing reports. Answer book,,English,Kerry P’Keefe,,Headstart Group Limited,978-988-18103-2-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,12 p. : ill. ; 23 cm.,Headstart dramatic readers ; 3,
2011-01108,Cambodia Angkor a lasting legacy : a view of it’s past and present,,English,"ODIER, Pierre",by Pierre Odier,L’Image Odier,978-0-9611632-9-7,,,$,280.40,,,,,,"Eagle Rock, CA",2010,132 p. : ill. (some col.) ; 22 x 31 cm.,Includes bibliographical references,
2011-02949,OIL record book. Part I,油類紀錄簿.第I部,English,,,Marine Department,,,,,,,,,,,Hong Kong,2010,52 p. ; 21 x 30 cm.,Text in Chinese and English $14.00 (pbk.),
2011-02950,OIL record book. Part II,油類紀錄簿.第II部,English,,,Marine Department,,,,,,,,,,,Hong Kong,2010,56 p. ; 21 x 30 cm.,Text in Chinese and English $44.00 (pbk.),
2011-01988,OLD LADIES’ HOUSE ART SPACE Art for survival : installation art exhibition,求生術:裝置藝術展覽,English,,presented by Old Ladies’ House Art Space,Art Together,978-988-18615-2-8,,pbk.,$,40.00,,,,,,Hong Kong,2010,22 p. : col. ill. ; 28 cm.,Text in Chinese and English,
2011-01106,Afghanistan : a companion and guide,,English,Bijan Omrani and Matthew Leeming,,Airphoto International Limited,978-962-217-816-8,,,$,350.00,,,,,,Hong Kong,2011,"784 p. : ill., maps ; 22 cm.",Includes index,2nd ed.
2011-02909,"ON the road, in the air and on our way",,English,,by Sunny Chan ... [et al.],Elephant Community Press Limited,978-988-19556-5-4,,pbk.,$,90.00,,,,,,Hong Kong,2011,93 p. ; 21 cm.,,
2011-02669,Tale of Whaling,捕鯨記,English,Ouyang Chun,,Blue Kingfisher Limited,978-988-17522-7-7,,,$,850.00,,,,,,Hong Kong,2010,unpaged : chiefly col. ill. ; 33 x 36 cm.,Text in Chinese and English,
2011-02902,Shan Shui : mountain water,山水,English,Basil Pao,,Studio 8 Limited,978-988-19989-3-4,,,$,500.00,,,,,,Hong Kong,2010,190 p : col. ill. ; 29 x 30 cm.,,
2011-02901,Yi jing : book of changes : the great walls of China series,易,English,"PAO, Basil",photographs & text by Basil Pao,Studio 8 Limited,978-988-19989-1-0,,,$,880.00,,,,,,Hong Kong,2010,159 p : col. ill. ; 36 cm.,Includes bibliographical references Text in Chinese and English,
2011-02903,Yi jing : book of changes : the great walls of China series. Postcard set,易,English,"PAO, Basil",photographs & text by Basil Pao,Studio 8 Limited,978-988-19989-2OS-7,,,$,330.00,,,,,,Hong Kong,2010,unpaged : col. ill. ; 16 cm.,Text in Chinese and English,
2011-02517,"PEARSON new TSA English intensive practice. 2A, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5132-6,,set,,Unpriced,,,,,,Hong Kong,2009,18 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02518,"PEARSON new TSA English intensive practice. 2B, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5133-3,,set,,Unpriced,,,,,,Hong Kong,2009,17 p. : ill. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02519,"PEARSON new TSA English intensive practice. 3A, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5134-0,,set,,Unpriced,,,,,,Hong Kong,2009,16 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02520,"PEARSON new TSA English intensive practice. 3B, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5135-7,,set,,Unpriced,,,,,,Hong Kong,2009,15 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02521,"PEARSON new TSA English intensive practice. 4A, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5136-4,,set,,Unpriced,,,,,,Hong Kong,2009,22 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02522,"PEARSON new TSA English intensive practice. 4B, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5137-1,,set,,Unpriced,,,,,,Hong Kong,2009,19 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02523,"PEARSON new TSA English intensive practice. 5A, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5138-8,,set,,Unpriced,,,,,,Hong Kong,2009,23 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02524,"PEARSON new TSA English intensive practice. 5B, Teacher’s edition",,English,N. Lau,,Pearson Education Asia Limited,978-988-00-5139-5,,set,,Unpriced,,,,,,Hong Kong,2009,19 p. ; 30 cm.,+ TAS English mock papers + CD + answer key + revision cards + barcode labels,
2011-02584,PHARMACY AND POISONS BOARD OF HONG KONG Pharmacy and Poisons Board of Hong Kong annual report 2009,香港藥劑業及毒藥管理局年報2009,English,,,Pharmacy and Poisons Board of Hong Kong,,,,,,,,,,,Hong Kong,2009,52 p. : col. charts ; 30 cm.,Text in Chinese and English Unpriced (pbk.),
2011-00352,"PHYSICS : key notes and exambuilder. Book 1, Compulsory part",,English,K.Y. Chung,,Hong Kong Educational Publishing Company,978-988-8078-26-4,,pbk.,$,125.00,,,,,,Hong Kong,2010,"III, 290 p. : ill., charts ; 29 cm.",+ 1 solution guide (HKDSE exam series),
2011-01461,"PHYSICS success key for HKDSEE. 5, Radioactivity and nuclear energy",,English,Yim Waileung,,Times Publishing (Hong Kong) Limited,978-988-218-714-6,,sp,$,50.00,,,,,,Hong Kong,2010,"various paging : ill., charts ; 28 cm.",,
2011-03038,PICTORIAL guide to planning and design for safety,,English,,,Hong Kong Housing Authority,978-988-19626-1-4,,pbk.,,Unpriced,,,,,,Hong Kong,2010,"v, 109 p. : col. ill. ; 30 cm.",(Partnering for a safety culture series) Includes index,
2011-02939,"PLANNING DEPARTMENT Hong Kong planning standards and guidelines. Chapter 1, Introduction",,English,,,Planning Department,,,,,,,,,,,Hong Kong,2007,7 p. : chart ; 30 cm.,Unpriced,December 2007 ed.
2011-02940,"PLANNING DEPARTMENT Hong Kong planning standards and guidelines. Chapter 10, Conservation",,English,,,Planning Department,,,,,,,,,,,Hong Kong,2010,[27] p. : maps ; 30 cm.,Unpriced,August 2010 ed.
2011-00574,PLANNING DEPARTMENT Tin Fu Tsai development permission area plan : plan no. DPA/TM-TFT/,田夫仔發展審批地區圖:圖則編號DPA/TM-TFT/1,English,,prepared by the Planning Department under the direction of the Town Planning Board,"5,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2011,1 map ; 60 x 82 cm.,folded to 30 x 22 cm. + explanatory notes (Plan ; no. DPA/TM-TFT/1) “Draft development permission area plan exhibited under section 5 of the Town Planning Ordinance on 7 January 2011.” Text in Chinese and English Unpriced (unbound),
2011-00575,PLANNING DEPARTMENT To Kwa Peng and Pak Tam Au development permission area plan : plan no. DPA/NETKP/,土瓜坪及北潭凹發展審批地區圖:圖則編號DPA/NE-TKP/1,English,,prepared by the Planning Department under the direction of the Town Planning Board,"5,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2011,1 map ; 60 x 82 cm.,folded to 30 x 22 cm. + explanatory notes (Plan ; no. DPA/NE-TKP/1) “Draft Development Permission Area Plan Exhibited under section 5 of The Town Planning Ordinance on 7 January 2011.” Text in Chinese and English Unpriced (unbound),
2011-02589,"PLANNING DEPARTMENT Town Planning Ordinance, Hong Kong Town Planning Board Hong Kong planning area no. 1 - Kennedy Town & Mount Davis - outline zoning plan : plan S/H1/18",香港城市規劃委員會依據城市規劃條例擬備的堅尼地城及摩星嶺(港島規劃區第1區)分區計劃大綱圖:圖則編號S/H1/18,English,,prepared by the Planning Department under the direction of the Town Planning Board,"5,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2011,1 map ; 59 x 84 cm.,folded to 30 x 22 cm. + explanatory notes (Plan ; no. S/H1/18) “Amendments to draft plan no. S/H1/17 exhibited under section 7 of the Town Planning Ordinance on 25 February 2011.” Text in Chinese and English Unpriced (unbound),
2011-01391,"PLANNING DEPARTMENT Town Planning Ordinance, Hong Kong Town Planning Board Kowloon planning area no. 20 - South West Kowloon - outline zoning plan : plan no. S/K20/25",香港城市規劃委員會依據城市規劃條例擬備的西南九龍(九龍規劃區第20區)分區計劃大綱圖:圖則編號S/ K20/25,English,,prepared by the Planning Department under the direction of the Town Planning Board,"5,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2010,1 map ; 102 x 70 cm.,folded to 30 x 22 cm. + explanatory notes (Plan ; no. S/K20/25) “Amendments to approved plan no. S/ K20/24 exhibited under section 5 of the Town Planning Ordinance on 21 January 2011.” Text in Chinese and English Unpriced (unbound),
2011-02381,"PLANNING DEPARTMENT Town Planning Ordinance, Hong Kong Town Planning Board Sha Tin - outline zoning plan : plan no. S/ST/24",香港城市規劃委員會依據城市規劃條例擬備的沙田分區計劃大綱圖:圖則編號S/ST/24,English,,prepared by the Planning Department under the direction of the Town Planning Board,"10,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2011,1 map ; 113 x 84 cm.,folded to 30 x 22 cm. + explanatory notes (Plan ; no. S/ST/24) Amendments to approved plan no. S/ST/23 exhibited under section 5 of the Town Planning Ordinance on 11 February 2011. Text in Chinese and English Unpriced (unbound),
2011-00576,"PLANNING DEPARTMENT Town Planning Ordinance, Hong Kong Town Planning Board Tsuen Wan - outline zoning plan : plan no. S/TW/27",香港城市規劃委員會依據城市規劃條例擬備的荃灣分區計劃大綱圖:圖則編號S/TW/27,English,,prepared by the Planning Department under the direction of the Town Planning Board,"5,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2010,1 map ; 70 x 100 cm.,folded to 30 x 22 cm. + explanatory notes (Plan ; no. S/TW/27) “Amendments to Approved Plan No. S/ TW/26 Exhibited under section 5 of the Town Planning Ordinance on 24 December 2010” Text in Chinese and English Unpriced (unbound),
2011-02964,"PLANNING DEPARTMENT Town Planning Ordinance, Hong Kong Town Planning Board Yuen Long - outline zoning plan : plan no. S/YL/19",香港城市規劃委員會依據城市規劃條例擬備的元朗分區計劃大綱圖:圖則編號S/YL/19,English,,prepared by the Planning Department under the direction of the Town Planning Board,"5,000 Hong Kong : Planning Department",,,,,,,,,,,Scale 1,2011,1 map ; 94 x 81 cm.,folder to 30 x 22 cm. + explanatory notes (Plan ; no. S/YL/19) “Approved by the Chief Executive in Council under section 9(1)(a) of the Town Planning Ordinance on 30 November 2010.” Text in Chinese and English Unpriced (unbound),
2011-00742,"POON, Shuk Wah Negotiating religion in modern China : state and common people in Guangzhou, 1900- 1937",,English,Shuk Wah Poon,,The Chinese University of Hong Kong,978-962-996-421-4,,,$,295.00,,,,,,Hong Kong,2011,"vi, 208 p. : ill., maps ; 24 cm.",Includes bibliographical references and index,
2011-00602,"PRE-UNIVERSITY English for HKDSE. Paper 1 book 1, Reading",,English,"Richard Eng, Christopher Deans, Gerry Marques",,Original Press (Asia) Limited,978-962-8284-66-5,,sp,$,128.00,,,,,,Hong Kong,2010,various paging : ill. ; 30 cm.,,
2011-00674,PRIMARY Longman elect assessment pack. 1,,English,,,Pearson Education Asia Limited,978-988-00-3751-1,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. ; 30 cm.,+ 1 CD-ROM,
2011-00675,PRIMARY Longman elect assessment pack. 2,,English,,,Pearson Education Asia Limited,978-988-00-3753-5,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. ; 30 cm.,+ 1 CD-ROM,
2011-00676,PRIMARY Longman elect assessment pack. 3,,English,,,Pearson Education Asia Limited,978-988-00-3755-9,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. ; 30 cm.,+ 1 CD-ROM,
2011-00677,PRIMARY Longman elect assessment pack. 4,,English,,,Pearson Education Asia Limited,978-988-00-3757-3,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. ; 30 cm.,+ 1 CD-ROM,
2011-00678,PRIMARY Longman elect assessment pack. 5,,English,,,Pearson Education Asia Limited,978-988-00-3759-7,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. ; 30 cm.,+ 1 CD-ROM,
2011-00679,PRIMARY Longman elect assessment pack. 6,,English,,,Pearson Education Asia Limited,978-988-00-3761-0,,sp,,Unpriced,,,,,,Hong Kong,2009,various paging : ill. ; 30 cm.,+ 1 CD-ROM,
2011-00656,"PRIMARY Longman elect classwork. 1A, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3588-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,22 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00657,"PRIMARY Longman elect classwork. 1B, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3589-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,29 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00658,"PRIMARY Longman elect classwork. 2A, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3590-6,,pbk.,,Unpriced,,,,,,Hong Kong,2009,22 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00659,"PRIMARY Longman elect classwork. 2B, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3591-3,,pbk.,,Unpriced,,,,,,Hong Kong,2009,26 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00660,"PRIMARY Longman elect classwork. 3A, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3592-0,,pbk.,,Unpriced,,,,,,Hong Kong,2009,24 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00661,"PRIMARY Longman elect classwork. 3B, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3593-7,,pbk.,,Unpriced,,,,,,Hong Kong,2009,25 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00662,"PRIMARY Longman elect classwork. 4A, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3594-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,26 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00663,"PRIMARY Longman elect classwork. 4B, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3595-1,,pbk.,,Unpriced,,,,,,Hong Kong,2009,32 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00664,"PRIMARY Longman elect classwork. 5A, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3596-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,27 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00665,"PRIMARY Longman elect classwork. 5B, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3597-5,,pbk.,,Unpriced,,,,,,Hong Kong,2009,28 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00666,"PRIMARY Longman elect classwork. 6A, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3598-2,,pbk.,,Unpriced,,,,,,Hong Kong,2009,28 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00667,"PRIMARY Longman elect classwork. 6B, Teacher’s edition",,English,,,Pearson Education Asia Limited,978-988-00-3599-9,,pbk.,,Unpriced,,,,,,Hong Kong,2009,26 p. : ill. ; 30 cm.,Text partially in Chinese,
2011-00632,"PRIMARY Longman elect grammar. 1A, Teacher’s edition",,English,"Jael Wong Fehringer, Pamela Evans",,Pearson Education Asia Limited,978-988-00-3552-4,,pbk.,,Unpriced,,,,,,Hong Kong,2009,30 p. : ill. ; 27 cm.,,
2011-00633,"PRIMARY Longman elect grammar. 1B, Teacher’s edition",,English,"Jael Wong Fehringer, Pamela Evans",,Pearson Education Asia Limited,978-988-00-3553-1,,pbk.,,Unpriced,,,,,,Hong Kong,2009,30 p. : ill. ; 27 cm.,,
2011-00634,"PRIMARY Longman elect grammar. 2A, Teacher’s edition",,English,"Jael Wong Fehringer, Pamela Evans",,Pearson Education Asia Limited,978-988-00-3554-8,,pbk.,,Unpriced,,,,,,Hong Kong,2009,30 p. : ill. ; 27 cm.,,
2011-00635,"PRIMARY Longman elect grammar. 2B, Teacher’s edition",,English,"Jael Wong Fehringer, Pamela Evans",,Pearson Education Asia Limited,978-988-00-3555-5,,pbk.,,Unpriced,,,,,,Hong Kong,2009,30 p. : ill. ; 27 cm.,,
