serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2014-01520,LONGMAN English world. For Macau. 6B,,English,"Ian Fields, Sharon Cook",,Pearson Education Asia Limited,978-988-229-888-0,,pbk.,,Unpriced,,,,,,Hong Kong,2014,39 p. : col. ill. ; 27 cm.,,
2014-02152,LONGMAN English world. Listening and speaking. 2A,,English,Catherine Monk,,Pearson Education Asia Limited,978-988-00-1856-5,,pbk.,,Unpriced,,,,,,Hong Kong,2014,26 p. : ill. ; 27 cm.,,
2014-02209,"LONGMAN English world. Listening and speaking. 2A, Teacher’s edition",,English,Catherine Monk,,Pearson Education Asia Limited,978-988-232-245-5,,pbk.,,Unpriced,,,,,,Hong Kong,2014,26 p. : ill. ; 27 cm.,+ audio scripts,
2014-00784,LONGMAN new senior liberal studies : globalization. Worksheets. Integrated version,,English,,,Pearson Education Asia Limited,978-988-229-085-3,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"93 p. : ill., charts ; 26 cm.",,
2014-00785,LONGMAN new senior liberal studies : globalization. Worksheets. Integrated version. Teacher’s edition,,English,,,Pearson Education Asia Limited,978-988-229-092-1,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"93 p. : ill., charts ; 26 cm.",,
2014-00101,LONGMAN new senior liberal studies : personal development and interpersonal relationships. Integrated version. Exam handbook,,English,"Yeung Wang On, Yeung Wang Chun",,Pearson Education Asia Limited,978-988-229-098-3,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"49 p. : ill., charts ; 25 cm.",,
2014-00787,LONGMAN new senior liberal studies : public health. Worksheets. Integrated version,,English,,,Pearson Education Asia Limited,978-988-229-086-0,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"80 p. : ill., chart ; 26 cm.",,
2014-00786,LONGMAN new senior liberal studies : public health. Worksheets. Integrated version. Teacher’s edition,,English,,,Pearson Education Asia Limited,978-988-229-093-8,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"80 p. : ill., chart ; 26 cm.",,
2014-01206,LONGRUN TEA GROUP COMPANY LIMITED Longrun Tea Group Company Limited interim report 2013,龍潤茶集團有限公司中期報告2013,English,,,Longrun Tea Group Company Limited,,,,,,,,,,,Hong Kong,2013,"34, 34 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01415,"LOU, Vivian W. Q. Cherish our life : enhancing psychological well-being of elders project report",,English,Lou Vivian W.Q,,The Hong Kong Jockey Club,978-988-15262-8-1,,pbk.,,Unpriced,,,,,,Hong Kong,2013,95 p. : col. ill. ; 30 cm.,Includes bibliographical references,
2014-01200,"LOUIS XIII HOLDINGS LIMITED Louis XIII Holdings Limited (1) Proposed placing of new shares under specific mandate (2) Proposed subscription of convertible bonds under specific mandate and (3) Notice of special general meeting, 26 November 2013","路易十三集團有限公司(1)建議根據特定授權配售新股份(2)建議根據特定授權認購可換股債券及(3)股東特別大會通告,二零一三年十一月二十六日",English,,,Louis XIII Holdings Limited,,,,,,,,,,,Hong Kong,2013,"23, 23 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01153,LOUIS XIII HOLDINGS LIMITED Louis XIII Holdings Limited 2014 interim report,路易十三集團有限公司2014中期報告,English,,,Louis XIII Holdings Limited,,,,,,,,,,,Hong Kong,2013,64 p. ; 30 cm.,Text in Chinese and English Unpriced (pbk.),
2014-01191,LUNG CHEONG INTERNATIONAL HOLDINGS LIMITED Lung Cheong International Holdings Limited interim report 2013/2014,龍昌國際控股有限公司2013,English,2014中期報告,,Lung Cheong International Holdings Limited,,,,,,,,,,,Hong Kong,2013,"30, 30 p. : chart ; 29 cm.",Unpriced (pbk.),
2014-02181,MACAO master tax guide 2012,,English,13,,CCH Hong Kong Limited,978-988-15524-6-4,,pbk.,$,900.00,,,,,,Hong Kong,2013,"ix, 326 p. ; 23 cm.",(Tax & accounting series ; 1939H) Includes index,6th ed.
2014-02207,MACAU LEGEND DEVELOPMENT LIMITED Macau Legend Development Limited 2013 annual report,澳門勵駿創建有限公司2013年報,English,,,Macau Legend Development Limited,,,,,,,,,,,Hong Kong,2014,"132, 132 p. : col. ill. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01023,Essai : la question fondamentale,,English,Louis Marie,,Maximus,978-988-12754-0-0,,pbk.,,Unpriced,,,,,,Hong Kong,2014,135 p. ; 21 cm.,Text in French,
2014-01022,Essay : the fundamental question,,English,Louis Marie,,Maximus,978-988-12754-1-7,,pbk.,,Unpriced,,,,,,Hong Kong,2014,132 p. ; 21 cm.,,
2014-01676,"MARLEY and Lucy. Halloween, boat",,English,,,Marley & Lucy Culture Limited,978-988-12483-3-6,,pbk.,$,23.00,,,,,,Hong Kong,2013,33 p. : col. ill. ; 21 cm.,Text in Chinese and English,
2014-01675,"MARLEY and Lucy. School starts, bus",,English,,,Marley & Lucy Culture Limited,978-988-12483-4-3,,pbk.,$,23.00,,,,,,Hong Kong,2013,33 p. : col. ill. ; 21 cm.,Text in Chinese and English,
2014-00200,MASTERCRAFT INTERNATIONAL HOLDINGS LIMITED Mastercraft International Holdings Limited third quarterly report 2013,馬仕達國際控股有限公司第三季度報告2013,English,,,Mastercraft International Holdings Limited,,,,,,,,,,,Hong Kong,2013,"16, 16 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00948,MASTERPIECES from the great masters of China inside-painted snuff bottles,中國內畫大師作品集,English,,edited by Chui Zhiguo,C A Design,978-962-7502-95-1,,,$,450.00,,,,,,Hong Kong,2013,196 p. : col. ill. ; 30 cm.,Text in Chinese and English,
2014-02362,"MAU, Stephen D. Property law in Hong Kong : an introductory guide",,English,Stephen D. Mau,,Hong Kong University Press,978-988-8208-61-6,,pbk.,$,150.00,,,,,,Hong Kong,2014,"xxxiii, 212 p. ; 22 cm.",Includes index,2nd ed.
2014-00587,"MCDONALD, Robert L. Derivatives markets",,English,Robert L. McDonald,,Pearson Education Asia Limited,978-988-232-425-1,,pbk.,$,285.00,,,,,,Hong Kong,2014,"xxiv, 646 p. : ill. ; 28 cm.",Includes index,3rd ed.
2014-02172,Mediation in greater China : the new frontier for commercial mediation,,English,Danny McFadden,,CCH Hong Kong Limited,978-988-12215-3-7,,pbk.,$,880.00,,,,,,Hong Kong,2013,"xxvi, 327 p. : ill. ; 23 cm.",(Legal series ; 1979H) Includes index,
2014-02182,MEDIATION in Asia-Pacific : a practical guide to mediation and its impact on legal systems,,English,,"edited by Wang Guiguo, Yang Fan",CCH Hong Kong Limited,978-988-12216-0-5,,pbk.,$,1500.00,,,,,,Hong Kong,2013,"xlv, 559 p. ; 23 cm.",(Legal series ; 1980H) Includes index,
2014-02349,MEGALOGIC TECHNOLOGY HOLDINGS LIMITED Megalogic Technology Holdings Limited 2013 annual report,宏創高科集團有限公司2013年報,English,,,Megalogic Technology Holdings Limited,,,,,,,,,,,Hong Kong,2014,132 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2014-01504,MEI AH ENTERTAINMENT GROUP LIMITED Mei Ah Entertainment Group Limited interim report 2013/2014,美亞娛樂資訊集團有限公司中期報告2013,English,2014,,Mei Ah Entertainment Group Limited,,,,,,,,,,,Hong Kong,2013,"28, 28 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01646,Nino’s magical night,,English,"MENEZES, Sueli",texted by Sueli Menezes ; illustrated by Giuliano Ferri,Michael Neugebauer (Publishing) Limited,978-988-8240-75-3,,,USD,19.99,,,,,,Hong Kong,2014,unpaged : col. ill. ; 30 cm.,,
2014-01226,MERDEKA RESOURCES HOLDINGS LIMITED Merdeka Resources Holdings Limited third quarterly report 2013,萬德資源集團有限公司二零一三年第三季度報告,English,,,Merdeka Resources Holdings Limited,,,,,,,,,,,Hong Kong,2013,"18, 18 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01488,MEXAN LIMITED Mexan Limited interim report 2013/2014,茂盛控股有限公司2013年,English,2014年中期報告,,Mexan Limited,,,,,,,,,,,Hong Kong,2013,"20, 20 p. ; 21 cm.",Unpriced (pbk.),
2014-02138,MING FUNG JEWELLERY GROUP LIMITED Ming Fung Jewellery Group Limited annual report 2013,明豐珠寶集團有限公司年度報告2013,English,,,Ming Fung Jewellery Group Limited,,,,,,,,,,,Hong Kong,2014,"88, 88 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00077,MINORITY education in China : balancing unity and diversity in an era of critical pluralism,,English,,"edited by James Leibold, Chen Yangbin",Hong Kong University Press,978-988-8208-13-5,,pbk.,$,250.00,,,,,,Hong Kong,2014,"xx, 405 p. : ill., maps ; 23 cm.",(Education in China reform and diversity) Includes bibliographical references and index,
2014-02137,MODERN BEAUTY SALON HOLDINGS LIMITED Modern Beauty Salon Holdings Limited interim report 13/14,現代美容控股有限公司中期報告13,English,14,,Modern Beauty Salon Holdings Limited,,,,,,,,,,,Hong Kong,2013,"42, 42 p. : col. ill. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-02167,MODERN lux housing. 2,,English,,,Sandu Publishing Company Limited,978-988-19847-3-9,,,,Unpriced,,,,,,Hong Kong,2013,"407 p. : col. ill., plans ; 30 cm.",,
2014-00580,MOISELLE INTERNATIONAL HOLDINGS LIMITED Moiselle International Holdings Limited interim report 2013/2014,慕詩國際集團有限公司2013,English,2014中期報告,,Moiselle International Holdings Limited,,,,,,,,,,,Hong Kong,2013,"18, 18 p. ; 21 cm.",Text in Chinese and English Unpriced,
2014-00103,MONGOLIA ENERGY CORPORATION LIMITED Mongolia Energy Corporation Limited interim report 2013,蒙古能源有限公司二零一三年中期報告,English,,,Mongolia Energy Corporation Limited,,,,,,,,,,,Hong Kong,2013,"54, 54 p. : col. ill. ; 22 cm.",Text in Chinese and English Unpriced (pbk.),
2014-02165,MONOCHROME : black & white in branding,,English,,,Sandu Publishing Company Limited,978-988-12634-4-5,,,,Unpriced,,,,,,Hong Kong,2014,232 p. : col. ill. ; 29 cm.,Includes index,
2014-02117,MU Shiying : China’s lost modernist,,English,,translated by Andrew David Field,Hong Kong University Press,978-988-8208-14-2,,pbk.,$,120.00,,,,,,Hong Kong,2014,"liv, 134 p. : ill. ; 18 cm.",Includes index,
2014-00567,MUGE Going home,回家,English,Muge,,Jiazazhi Limited,978-988-12631-2-4,,,USD,55.00,,,,,,Hong Kong,2013,unpaged ill. (chiefly) ; 28cm.,Text in Chinese and English,
2014-00583,MYANMAR sourcing reports : garments,,English,,,Publishers Representatives Limited,978-988-8245-03-1,,sp,USD,150.00,,,,,,Hong Kong,2013,100 p. : col. ill. ; 31 cm.,,
2014-02260,"NAN NAN RESOURCES ENTERPRISE LIMITED Nan Nan Resources Enterprise Limited connected transaction proposed extension of the maturity date of HK$200,000,000 zero coupon convertible bond due 2014 and notice of SGM, 13 February 2014","南南資源實業有限公司關連交易建議延期二零一四年到期之200,000,000港元零票息可換股債券之到期日及股東特別大會通告,二零一四年二月十三日",English,,,Nan Nan Resources Enterprise Limited,,,,,,,,,,,Hong Kong,2014,"34, 34 p. ; 28 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00198,NAN NAN RESOURCES ENTERPRISE LIMITED Nan Nan Resources Enterprise Limited interim report 2013,南南資源實業有限公司中期報告2013,English,,,Nan Nan Resources Enterprise Limited,,,,,,,,,,,Hong Kong,2013,"26, 26 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00234,"NEGLECTED genocide : human rights abuses against Papuans in the Central Highlands, 1977-1978",,English,,edited by John Stewart Sloan,Asian Human Rights Commission Limited,978-962-8314-62-1,,pbk.,,Unpriced,978-962-8314-63-8,,PDF,,Unpriced,Hong Kong,2013,"iii, 108 p. : ill. (some col.), col. charts, map ; 30 cm.",Includes bibliographical references,
2014-01654,NEPAL sourcing report : fashion bags,,English,,,Publishers Representatives Limited,978-988-8245-06-2,,sp,USD,150.00,,,,,,Hong Kong,2014,"99 p. : col. ill., col. charts, col. maps ; 31 cm.",,
2014-00582,NEPAL sourcing reports : handicrafts & gifts,,English,,,Publishers Representatives Limited,978-988-8245-02-4,,sp,USD,150.00,,,,,,Hong Kong,2013,99 p. : col. ill. ; 31 cm.,,
2014-02136,NEW CENTURY GROUP HONG KONG LIMITED New Century Group Hong Kong Limited interim report 2013,新世紀集團香港有限公司2013中期報告,English,,,New Century Group Hong Kong Limited,,,,,,,,,,,Hong Kong,2013,43 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
,NEW century mathematics question bank. 1B,,English,,,2014 update,,,,,,,,,,,,,"Hong Kong : Oxford University Press (China) Limited, 2014",,
2014-02203,NEW CENTURY REAL ESTATE INVESTMENT TRUST New Century Real Estate Investment Trust 2013 annual report,,English,,,New Century Real Estate Investment Trust,,,,,,,,,,,Hong Kong,2014,"168 p. : col. ill., col. map, col. port ; 29 cm.",Unpriced (pbk.),
2014-00741,"NEW horizon liberal studies. Book 1, Public health",,English,Leung Ping Chung,,Hong Kong Educational Publishing Company,978-988-200-361-3,,pbk.,$,108.00,,,,,,Hong Kong,2011,"132 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,
2014-00742,"NEW horizon liberal studies. Book 2, Energy technology and the environment",,English,Victor Yeung,,Hong Kong Educational Publishing Company,978-988-200-376-7,,pbk.,$,110.00,,,,,,Hong Kong,2011,"166 p. : col. ill., col. charts, col. maps ; 29 cm.",Includes index Text partially in Chinese,
2014-01245,"NEW horizon senior mathematics. 4B, Compulsory part. Skills drilling exercise",,English,"Kwun Chun Kit, Suen Suk Nam",,Hong Kong Educational Publishing Company,978-988-8188-94-9,,pbk.,,Unpriced,,,,,,Hong Kong,2013,"123 p. : ill., charts ; 29 cm.",,2nd ed.
2014-00221,NEW ISLAND DEVELOPMENT HOLDINGS LIMITED New Island Development Holdings Limited 2013/2014 Interim Report,新洲發展控股有限公司二零一三,English,二零一四年度中期業績報告,,New Island Development Holdings Limited,,,,,,,,,,,Hong Kong,2013,"22, 22 p. ; 29 cm.",Unpriced (pbk.),
2014-01244,"NEW progress in junior mathematics. 2B, Skills drilling exercise",,English,H.M. Chan ... [et al.],,Hong Kong Educational Publishing Company,978-988-8188-24-6,,pbk.,,Unpriced,,,,,,Hong Kong,2013,144 p. : ill. ; 29 cm.,,2nd ed.
2014-00740,"NEW progress in junior mathematics. 3A, Workbook",,English,K.T. Hung,,Hong Kong Educational Publishing Company,978-988-200-797-0,,pbk.,$,49.00,,,,,,Hong Kong,2010,178 p. : ill. ; 27 cm.,,
2014-01131,NEW UNIVERSE INTERNATIONAL GROUP LIMITED New Universe International Group Limited third quarterly report 2013,新宇國際實業(集團)有限公司二零一三年第三季業績報告,English,,,New Universe International Group Limited,,,,,,,,,,,Hong Kong,2013,"34, 34 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-02212,"NEWTON, Mary-Jane Unlocking",,English,Mary-jane Newton,,Proverse Hong Kong,978-988-8227-20-4,,pbk.,$,98.00,,,,,,Hong Kong,2014,88 p. ; 21 cm.,,
2014-01154,NEWTREE GROUP HOLDINGS LIMITED Newtree Group Holdings Limited 2013/2014 interim report,友川集團控股有限公司2013,English,2014中期報告,,Newtree Group Holdings Limited,,,,,,,,,,,Hong Kong,2013,"46, 46 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-02169,"NG, Patrick P. H. China master GAAP guide",,English,"Patrick PH Ng, Ng Eng Juan",,CCH Hong Kong Limited,978-988-12215-0-6,,pbk.,$,1280.00,,,,,,Hong Kong,2013,"xii, 957 p. ; 23 cm.",(Tax & accounting series ; 1963H) Includes index,10th ed.
2014-02183,"NG, Patrick P. H. Hong Kong master GAAP guide",,English,"Patrick PH Ng, Ng Eng Juan",,CCH Hong Kong Limited,978-988-12215-8-2,,pbk.,$,1100.00,,,,,,Hong Kong,2013,"xiv, 1220 p. ; 23 cm.",(Tax & accounting series ; 1962H) Includes index,13th ed.
2014-02133,NGAI LIK INDUSTRIAL HOLDINGS LIMITED Ngai Lik Industrial Holdings Limited 2014 interim report,毅力工業集團有限公司中期報告2014,English,,,Ngai Lik Industrial Holdings Limited,,,,,,,,,,,Hong Kong,2013,28 p. ; 29 cm.,Text in Chinese and English Unpriced (pbk.),
2014-01208,NGAI SHUN HOLDINGS LIMITED Ngai Shun Holdings Limited 2013 interim report,毅信控股有限公司2013中期報告,English,,,Ngai Shun Holdings Limited,,,,,,,,,,,Hong Kong,2013,"40, 40 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01489,NOBLE CENTURY INVESTMENT HOLDINGS LIMITED Noble Century Investment Holdings Limited interim report 2013/14,仁瑞投資控股有限公司中期報告2013,English,14,,Noble Century Investment Holdings Limited,,,,,,,,,,,Hong Kong,2013,"22, 22 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01029,NOVO GROUP LIMITED Novo Group Limited interim report 2014,新源控股有限公司二零一四年中期報告,English,,,Novo Group Limited,,,,,,,,,,,Hong Kong,2014,"44, 44 p. : ill., maps ; 30 cm.",Text in Chinese and English Unpriced,
2014-00779,"The computer age in Hong Kong : dynamic past, hesitant present, what next?",,English,Anthony O,,The Commercial Press (Hong Kong) Limited,978-962-07-6530-8,,,$,160.00,,,,,,Hong Kong,2013,"xlii, 322 p. : ill. ; 22 cm.",,
2014-02204,OCTO The hobbit : an art book by Octo,魔戒:何佖人中土之旅:岳圖探索繪本集,English,,Octo,Sole Culture Group Limited,978-988-16720-1-8,,pbk.,$,199.00,,,,,,Hong Kong,2014,128 p. : col. ill. ; 30 cm.,,
2014-02145,Wabori : traditional Japanese tattoo,,English,Manami Okazaki,,Kingyo Limited,978-988-12507-4-2,,,USD,100.00,,,,,,Hong Kong,2014,250 p. : ill. (some col.) ; 30 cm.,,
2014-01499,OP FINANCIAL INVESTMENTS LIMITED OP Financial Investments Limited interim report 2013,東英金融投資有限公司2013中期報告,English,,,OP Financial Investments Limited,,,,,,,,,,,Hong Kong,2013,"58, 58 p. : charts ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01652,When the moon came down,,English,Feridun Oral,,Michael Neugebauer (Publishing) Limited,978-988-8240-09-8,,,GBP,11.99,,,,,,Hong Kong,2014,unpaged : col. ill. ; 30 cm.,,
2014-00588,ORGANIZATION management and strategy,,English,,edited by Stephen Ko,Pearson Education Asia Limited,978-988-232-426-8,,pbk.,$,298.00,,,,,,Hong Kong,2014,"xii, 629 p. : ill. ; 27 cm.",,
2014-00197,ORIENTAL CITY GROUP HOLDINGS LIMITED Oriental City Group Holdings Limited interim report 2013,奧思知集團控股有限公司中期報告2013,English,,,Oriental City Group Holdings Limited,,,,,,,,,,,Hong Kong,2013,"32, 32 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01513,"ORIENTAL CITY GROUP HOLDINGS LIMITED Oriental City Group Holdings Limited proposed change of company name and notice of extraordinary general meeting, 24 January 2014","奧思知集團控股有限公司建議更改公司名稱及股東特別大會通告,二零一四年一月二十四日",English,,,Oriental City Group Holdings Limited,,,,,,,,,,,Hong Kong,2014,various paging ; 28 cm.,Text in Chinese and English Unpriced (pbk.),
2014-00214,"ORIENTAL CITY GROUP HOLDINGS LIMITED Oriental City Group Holdings Limited proposed refreshment of general mandate, proposed refreshment of scheme mandate limit under the share option scheme and notice of extraordinary general meeting, 4 December 2013","奧思知集團控股有限公司建議更新一般授權建議更新購股權計劃項下計劃授權上限及股東特別大會通告,二零一三年十二月四日",English,,,Oriental City Group Holdings Limited,,,,,,,,,,,Hong Kong,2013,various paging ; 28 cm.,Text in Chinese and English Unpriced (pbk.),
2014-02269,ORIENTAL CITY GROUP HOLDINGS LIMITED Oriental City Group Holdings Limited third quarterly report 2013,奧思知集團控股有限公司第三季度業績報告2013,English,,,Oriental City Group Holdings Limited,,,,,,,,,,,Hong Kong,2014,"18, 18 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01645,The little flower king,,English,Kveta Pacovska,,Michael Neugebauer (Publishing) Limited,978-988-8240-01-2,,,GBP,12.99,,,,,,Hong Kong,2014,unpaged : col. ill. ; 23 x 24 cm.,,
2014-02127,PAN ASIA MINING LIMITED Pan Asia Mining Limited 2014 third quarterly report,寰亞礦業有限公司2014第三季度業績報告,English,,,Pan Asia Mining Limited,,,,,,,,,,,Hong Kong,2014,"14, 14 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00095,"PAN Lloyds high-flyers. Reading strategies by text types. 1B, Teacher’s copy",,English,,J.W. Dawson,Pan Lloyds Publishers Limited,978-988-8184-25-5,,pbk.,,Unpriced,,,,,,Hong Kong,2013,32 p. : col. ill. ; 29 cm.,+ 1 CD-ROM,
2014-00096,"PAN Lloyds high-flyers. Reading strategies by text types. 2B, Teacher’s copy",,English,,J.W. Dawson,Pan Lloyds Publishers Limited,978-988-8184-26-2,,pbk.,,Unpriced,,,,,,Hong Kong,2013,32 p. : col. ill. ; 29 cm.,+ 1 CD-ROM,
2014-00097,"PAN Lloyds high-flyers. Reading strategies by text types. 3B, Teacher’s copy",,English,,J.W. Dawson,Pan Lloyds Publishers Limited,978-988-8184-27-9,,pbk.,,Unpriced,,,,,,Hong Kong,2013,32 p. : col. ill. ; 29 cm.,+ 1 CD-ROM,
2014-00098,"PAN Lloyds high-flyers. Reading strategies by text types. 4B, Teacher’s copy",,English,,J.W. Dawson,Pan Lloyds Publishers Limited,978-988-8184-28-6,,pbk.,,Unpriced,,,,,,Hong Kong,2013,40 p. : col. ill. ; 29 cm.,+ 1 CD-ROM,
2014-00099,"PAN Lloyds high-flyers. Reading strategies by text types. 5B, Teacher’s copy",,English,,J.W. Dawson,Pan Lloyds Publishers Limited,978-988-8184-29-3,,pbk.,,Unpriced,,,,,,Hong Kong,2013,40 p. : col. ill. ; 29 cm.,+ 1 CD-ROM,
2014-00100,"PAN Lloyds high-flyers. Reading strategies by text types. 6B, Teacher’s copy",,English,,J.W. Dawson,Pan Lloyds Publishers Limited,978-988-8184-30-9,,pbk.,,Unpriced,,,,,,Hong Kong,2013,40 p. : col. ill. ; 29 cm.,+ 1 CD-ROM,
2014-00233,PANASIALUM HOLDINGS COMPANY LIMITED PanAsialum Holdings Company Limited annual report 2013,榮陽實業集團有限公司年報2013,English,,,PanAsialum Holdings Company Limited,,,,,,,,,,,Hong Kong,2013,"94, 94 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00569,Around the world in 8000 days : travels with Michael Plain : an exhibition of photographs by Basil Pao,八千日環遊世界:米高沛林之旅.鮑皓昕攝影展,English,"PAO, Basil",,Studio 8 Limited,978-988-19989-5-8,,,$,300.00,,,,,,Hong Kong,2013,205 p : chiefly col. ill. ; 27 x 28 cm.,,
2014-00568,A tale of two ventures,雙船記,English,"PAO, Basil",photographed by Basil Pao,Studio 8 Limited,978-988-19989-4-1,,,$,380.00,,,,,,Hong Kong,2013,207 p : col. ill. ; 27 x 28 cm.,Text in Chinese and English,
2014-00570,The universal scream,,English,"PAO, Basil",photographed by Basil Pao,Studio 8 Limited,978-988-19989-6-5,,,$,300.00,,,,,,Hong Kong,2013,359 p : chiefly col. ill. ; 21 x 22 cm.,,
2014-02361,"YK Pao, my father",,English,Anna Pao Sohmen,,Hong Kong University Press,978-988-8083-83-1,,pbk.,$,160.00,,,,,,Hong Kong,2014,194 p. : col. ill. ; 24 cm.,,2nd ed.
2014-00762,PASTEL : new light-toned graphics,,English,,edited and produced by Viction:ary,Viction Workshop Limited,978-988-12228-4-8,,,$,288.00,,,,,,Hong Kong,2013,255 p. : chiefly col. ill. ; 25 cm.,Palette ; No. 5,
2014-01152,PAUL Y. ENGINEERING GROUP LIMITED Paul Y. Engineering Group Limited interim report 2014,保華建業集團有限公司中期報告2014,English,,,Paul Y. Engineering Group Limited,,,,,,,,,,,Hong Kong,2013,36 p. ; 30 cm.,Text in Chinese and English Unpriced (pbk.),
2014-02131,PEACE MAP HOLDING LIMITED Peace Map Holding Limited interim report 2013,天下圖控股有限公司中期報告2013,English,,,Peace Map Holding Limited,,,,,,,,,,,Hong Kong,2013,"78, 78 p. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01025,Red bird summer,,English,Jan Pearson,,Proverse Hong Kong,978-988-8227-12-9,,pbk.,$,138.00,,,,,,Hong Kong,2014,288 p. ; 21 cm.,,
2014-01216,PERFECT SHAPE (PRC) HOLDINGS LIMITED Perfect Shape (PRC) Holdings Limited interim report 2013,必瘦站(中國)控股有限公司二零一三年中期報告,English,,,Perfect Shape (PRC) Holdings Limited,,,,,,,,,,,Hong Kong,2013,"32, 32 p. : col. ill. ; 21 cm.",Text in Chinese and English Unpriced (pbk.),
2014-00079,PHILIPPINES sourcing reports : furniture,,English,,,Publishers Representatives Limited,978-988-8245-00-0,,sp,USD,150.00,,,,,,Hong Kong,2013,97 p. : col. ill. ; 31 cm.,,
2014-01201,PHOENITRON HOLDINGS LIMITED Phoenitron Holdings Limited third quarterly report for the nine months ended 30 September 2013,品創控股有限公司截至二零一三年九月三十日止九個月之第三季度業績報告,English,,,Phoenitron Holdings Limited,,,,,,,,,,,Hong Kong,2013,"14, 14 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-01817,PHONICS jungle. Book 1A,,English,"Taryn Thorne, Amelia Bayston",,Monkey Tree English Learning Centre Limited,978-988-12747-0-0,,pbk.,$,100.00,,,,,,Hong Kong,2013,81 p. : col. ill. ; 30 cm.,Laugh & learn series,
2014-01818,PHONICS jungle. Book 1B,,English,"Taryn Thorne, Amelia Bayston",,Monkey Tree English Learning Centre Limited,978-988-12747-1-7,,pbk.,$,100.00,,,,,,Hong Kong,2013,81 p. : col. ill. ; 30 cm.,Laugh & learn series,
2014-01819,PHONICS jungle. Book 2,,English,"Taryn Thorne, Amelia Bayston",,Monkey Tree English Learning Centre Limited,978-988-12747-2-4,,pbk.,$,100.00,,,,,,Hong Kong,2013,63 p. : col. ill. ; 30 cm.,Laugh & learn series,
2014-01820,PHONICS jungle. Book 3,,English,"Taryn Thorne, Amelia Bayston",,Monkey Tree English Learning Centre Limited,978-988-12747-3-1,,pbk.,$,100.00,,,,,,Hong Kong,2013,104 p. : col. ill. ; 30 cm.,Laugh & learn series,
2014-00747,PHYSICS exam-builder for HKDSE. Atomic world,,English,Y.M. Yeung,,Fillans Press Limited,978-962-7326-73-1,,pbk.,$,92.00,,,,,,Hong Kong,2013,141 p. : ill. ; 26 cm.,,
2014-02255,PICO FAR EAST HOLDINGS LIMITED Pico Far East Holdings Limited annual report 2013,,English,,,Pico Far East Holdings Limited,,,,,,,,,,,Hong Kong,2014,113 p. ; 29 cm.,Unpriced (pbk.),
2014-02256,"PICO FAR EAST HOLDINGS LIMITED Pico Far East Holdings Limited proposals for general mandates to issue and repurchase shares, re-election of retiring directors, and notice of annual general meeting, February 14, 2014","筆克遠東集團有限公司建議發行及購回股份之一般授權、重選退任董事、及股東週年大會通告,二零一四年二月十四日",English,,,Pico Far East Holdings Limited,,,,,,,,,,,Hong Kong,2014,"16, 16 p. ; 29 cm.",Text in Chinese and English Unpriced (pbk.),
2014-02118,The self : reflections on its nature and structure according to the Satir model,自己:沙維雅模式中的本質和結構,English,"PIDDOCKE, Stuart",written by Stuart Piddocke ; translated by梁定安,Hong Kong Satir Center for Human Development Limited,978-988-17869-0-6,,pbk.,$,40.00,,,,,,Hong Kong,2013,"iv, 132 p. : ill. ; 21 cm.",Text in Chinese and English,2nd ed.
