serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2008-04919,,3歲決定孩子的一生,Chinese,Maria Montessori,Maria Montessori著馬琴韓明媚編譯,和平圖書,978-962-238-621-1,,,$,48.00,,,,,,香港,2008,,親子情式,
2008-04923,,三個人的黑色花火,Chinese,陳嘉輝,陳嘉輝著,BMA Publication Limited,978-988-99989-5-0,,,$,38.00,,,,,,香港,2008,,,
2008-04500,,三個邊緣少年的故事,Chinese,君比,君比著,青桐社文化事業第十二版,978-988-99913-2-6,,,$,45.00,,,,,,香港,2008,19厘米139頁插圖,叛逆歲月; 1,
2008-03655,,三國日誌. 1謝志榮圖文,Chinese,,,心田文化,978-988-99526-2-4,,,$,48.00,,,,,,香港,2007,,人工智能漫畫系列; 1,
2008-03656,,三國日誌. 2謝志榮圖文,Chinese,,,心田文化,978-988-99526-3-1,,,$,48.00,,,,,,香港,2007,,人工智能漫畫系列; 2,
2008-05124,,三集馬事,Chinese,吳國良,吳國良著,科華圖書,978-962-16-0198-8,,,$,45.00,,,,,,香港,2008,,,
2008-05929,,三極之間,Chinese,崔保新,崔保新著2006香港文化中國,,988-98955-2-8,,,$,68.00,,,,,,,,,內容以簡體字排版,
2008-03539,The three musketeers,三劍客,Chinese,Alexandre Dumas原,Alexandre Dumas原著文化島改寫,文化島,,,,,,,,,,,香港,2008,15厘米167頁(世界文學小說精選; 03),全套十冊,
2008-05647,,三藩市,Chinese,談齊好,談齊好著,明窗,978-962-8993-88-8,,,$,68.00,,,,,,香港,2008,,至smart遊; 02,
2008-05423,,下一站北京08奧運紀念版,Chinese,鄺淑玲編,鄺淑玲編著,星島,978-962-672-705-8,,,$,68.00,,,,,,香港,2008,,自遊通系列,
2008-05137,,下一站倫敦購物玩樂遊,Chinese,李兆祥何雅沁編,李兆祥何雅沁編著,星島,978-962-672-702-7,,,$,85.00,,,,,,香港,2008,,自遊通系列,
2008-03327,,下一站廣州地鐵自助遊,Chinese,鄺淑玲編,鄺淑玲編著,星島,978-962-672-686-0,,,$,58.00,,,,,,香港,2008,,自遊通系列,
2008-05783,,下雨了,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-745-7,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-04219,,上帝喜歡你. K2上學期,Chinese,陳淑貞許慧心陳碩雅,陳淑貞許慧心陳碩雅著李弘毅插圖,協同,978-962-394-144-0,,,$,34.00,,,,,,香港,2007,26厘米44頁彩色插圖,附貼紙1張,
2008-05076,,上海＋蘇州杭州周莊朱家角食玩買終極天書,Chinese,鄺淑玲,鄺淑玲著,長空出版08-09最新Update版,978-988-17524-1-3,,,$,78.00,,,,,,香港,2007,,長空自遊系列; 008,
2008-05899,,上海集優機械股份有限公司二零零七年年終報告,Chinese,,,上海集優機械股份,,,,,,,,,,,香港,2008,,,
2008-03889,,上海實業控股有限公司二零零七年年報,Chinese,,,上海實業控股,,,,,,,,,,,香港,2008,,,
2008-06187,,上海歌詞十八家,Chinese,,上海音樂家協會編,名人,978-988-17538-5-4,,,$,28.00,,,,,,香港,2008,,內容以簡體字排版,
2008-05591,,上海幫後傳,Chinese,,曉荢主編,夏菲爾國際,978-962-938-069-4,,,,,,,,$,118.00,香港,2008,,社會系列; 21,
2008-06229,,上善若水,Chinese,馮兩努,馮兩努著,香港財經,978-988-17345-4-9,,,$,68.00,,,,,,香港,2008,,,
2008-05397,,上網賺錢發達實錄:網上商店．玩Blog． Google廣告必賺絕技,Chinese,,,超媒體,978-988-17466-6-5,,,$,68.00,,,,,,香港,2008,,創富智慧系列; 3,
2008-06101,,千人斷指嘆(詩文集),Chinese,李成瑞,李成瑞著,中國展望,978-988-99884-2-5,,,$,28.00,,,,,,香港,2007,,內容以簡體字排版,
2008-04566,,千里之外,Chinese,尹遠紅,尹遠紅著,北京圖書,978-988-17101-4-7,,,$,35.00,,,,,,香港,2008,,內容以簡體字排版,
2008-03444,,千金朋友.第1集,Chinese,中村世子,中村世子著吳敏儀譯,玉皇朝出版香港中文版,978-988-8001-55-2,,,$,28.00,,,,,,香港,2008,,,
2008-03331,Judges,士師風雲:如何克勝個人主義,Chinese,黎永明,黎永明著,明道社,978-988-17094-1-7,,,$,30.00,,,,,,香港,2007,,OIA研習本,
2008-04317,Commercial airlines of Greater China伍永樑等製作,大中華地區的航空公司,Chinese,,,共和媒體,978-988-17158-1-4,,,$,128.00,,,,,,香港,2008,,航空及航天系列; 06,
2008-04640,,大王的耳朵是煎餅耳.第8卷,Chinese,夏海慧,夏海慧著李麗鴻譯,天下香港中文版,978-988-215-614-2,,,$,28.00,,,,,,香港,2008,,,
2008-06152,,大佬踩過界!.第7期,Chinese,小笠原真,小笠原真著林永耀譯,天下香港中文版,978-988-215-670-8,,,$,28.00,,,,,,香港,2008,,,
2008-04289,,大昌行集團有限公司2007年報,Chinese,,,大昌行集團有限公司,,,,,,,,,,,香港,2008,,,
2008-06097,,大油坊,Chinese,阮波,阮波著,中國展望,978-988-99884-7-0,,,$,36.00,,,,,,香港,2008,,內容以簡體字排版,
2008-05942,,大埔風物志,Chinese,蕭國健,蕭國健著,大埔區議會,,,,,,,,,,,香港,2008,,,
2008-05600,Tai Po District Council term report 2004-2007,大埔區議會工作報告2004-2007,Chinese,,,大埔區議會,,,,,,,,,,,香港,2008,,部分內容以英文排版,
2008-05846,,大偈王251.第25集,Chinese,次原隆二,次原隆二著周達之譯,玉皇朝出版香港中文版,978-988-8001-64-4,,,$,33.00,,,,,,香港,2008,,,
2008-03324,,大連市競技撲克牌競賽規則,Chinese,,大連市體育局大連市職工體育協會編,中國文化藝術出版社,978-988-17199-2-8,,,$,5.00,,,,,,香港,2007,,內容以簡體字排版,
2008-03803,The making of the Chinese Zodiac,大話十二生肖,Chinese,劉俐,劉俐著譚雪梅繪圖,思展兒童文化社,978-988-17268-7-2,,,$,48.00,,,,,,香港,2008,25厘米無頁碼彩圖(十二生肖系列故事;十二生肖)中英對照,中文內容以簡體字排版,
2008-03321,,大學健康教育學,Chinese,陳優良,陳優良著,中國文化藝術出版社,978-988-17199-0-4,,,$,29.80,,,,,,香港,2008,,內容以簡體字排版,
2008-06098,,大變化:我國當前社會經濟結構變化情況及其複雜性分析,Chinese,李成瑞,李成瑞著,中國展望,978-988-99884-6-3,,,$,20.00,,,,,,香港,2007,,內容以簡體字排版,
2008-06013,Created for a purpose,女人有寶!建立女性的自尊．明白上帝造妳的美意,Chinese,Darlene Sala,Darlene Sala著陳晨鄭麗霞譯,宣道,978-962-244-846-9,,,$,54.00,,,,,,香港,2008,,建立自我系列,
2008-03422,,女僕戰記.第1集,Chinese,RAN,RAN著嚴思敏譯,天下香港中文版,978-988-215-563-3,,,$,32.00,,,,,,香港,2008,,,
2008-06160,,女僕戰記.第2集,Chinese,RAN,RAN著嚴思敏譯,天下香港中文版,978-988-215-646-3,,,$,52.00,,,,,,香港,2008,,,
2008-04635,,小女神花鈴chu.第6期,Chinese,コゲどんぼ,コゲどんぼ著林秋英譯,天下香港中文版,978-988-215-644-9,,,$,30.00,,,,,,香港,2008,,,
2008-06280,,小巴魯歷險記,Chinese,馬星原,馬星原著,世紀文化,978-962-8714-74-2,,,$,25.00,,,,,,香港,2008,,白貓黑貓六格爆笑彈; 10,
2008-03546,The little prince,小王子,Chinese,Antoine de Saint Exupery原,Antoine de Saint Exupery原著文化島改寫,文化島,,,,,,,,,,,香港,2008,15厘米111頁(世界文學小說精選; 10),全套十冊,
2008-04223,,小生命大圖畫. K1,Chinese,,李麗娥主編李弘毅插圖,協同,978-962-394-148-8,,,$,40.00,,,,,,香港,2007,,,
2008-04224,,小生命大圖畫. K2,Chinese,,李麗娥主編亞澍插圖,協同,978-962-394-149-5,,,$,40.00,,,,,,香港,2007,,,
2008-04225,,小生命大圖畫. K3,Chinese,,李麗娥主編亞澍插圖,協同,978-962-394-150-1,,,$,40.00,,,,,,香港,2007,,,
2008-05720,,小明和氣球,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-675-7,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-04507,,"小長今. 2,籃球少女隊",Chinese,韋婭,韋婭著靛插圖,青桐社文化事業第二版,978-988-99913-6-4,,,$,48.00,,,,,,香港,2008,,少年成長小說; 22,
2008-04509,,"小長今. 4,水瓶座少女",Chinese,韋婭,韋婭著靛插圖,青桐社文化事業第二版,978-988-99915-2-4,,,$,50.00,,,,,,香港,2008,,少年成長小說; 28,
2008-03804,Sally goes shopping,小青買東西,Chinese,劉俐,劉俐著譚雪梅繪圖,思展兒童文化社,978-988-17268-9-6,,,$,48.00,,,,,,香港,2008,25厘米無頁碼彩圖(十二生肖系列故事;蛇)中英對照,中文內容以簡體字排版,
2008-03317,The little red hen,小紅雞,Chinese,,,思進電腦香港,978-988-99646-1-0,,,,,,,,,,香港,2007,,中英對照,
2008-05771,,小胡塗,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-726-6,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05784,,小飛機,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-746-4,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05756,,小倉鼠,Chinese,姚釹,姚釹著洪波插圖,青田教育中心,978-962-563-711-2,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05018,Baking with a mini oven,小烤箱美食,Chinese,方智敏,方智敏著Wong Hing譯,萬里機構.飲食天地,978-962-14-3515-6,,,$,38.00,,,,,,香港,2008,,中英對照,
2008-05757,,小烏龜,Chinese,姚釹,姚釹著洪波插圖,青田教育中心,978-962-563-712-9,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05770,,小烏龜換房子,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-725-9,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-03441,,小強不笨.第1集,Chinese,須賀原洋行,須賀原洋行著李靜琪譯,玉皇朝出版香港中文版,978-988-8001-33-0,,,$,28.00,,,,,,香港,2008,,,
2008-05755,,小魚,Chinese,姚釹,姚釹著洪波插圖,青田教育中心,978-962-563-710-5,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-03119,The missing tree林沙雅樹故事棗田插圖,小喬的樹不見了,Chinese,,,突破,978-962-8913-93-0,,,$,68.00,,,,,,香港,2008,,心靈關顧.心靈地圖,
2008-03170,,小腳板．走天路.第1冊,Chinese,,吳嘉儀編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-412-8,,,$,27.00,,,,,,香港,2008,24厘米24頁彩色插圖,附貼紙1張,
2008-03171,,小腳板．走天路.第3冊,Chinese,,吳嘉儀編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-414-2,,,$,27.00,,,,,,香港,2008,24厘米40頁彩色插圖,附貼紙1張,
2008-03172,,小腳板．走天路.第5冊,Chinese,,吳嘉儀編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-416-6,,,$,27.00,,,,,,香港,2008,24厘米40頁彩色插圖,附貼紙1張,
2008-03167,,小腳板．走天路大畫冊.第1冊,Chinese,,吳嘉儀編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-439-5,,,$,130.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03168,,小腳板．走天路大畫冊.第3冊,Chinese,,吳嘉儀編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-441-8,,,$,130.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03169,,小腳板．走天路大畫冊.第5冊,Chinese,,吳嘉儀編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-443-2,,,$,130.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03176,,小腳板．走天路動腦筋.第1冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-418-0,,,$,11.50,,,,,,香港,2008,24厘米5頁插圖,附貼紙1張,
2008-03177,,小腳板．走天路動腦筋.第3冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-420-3,,,$,11.50,,,,,,香港,2008,24厘米9頁插圖,附貼紙1張,
2008-03178,,小腳板．走天路動腦筋.第5冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-422-7,,,$,11.50,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03179,,小腳板．走天路教師資源手冊.第1冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-424-1,,,$,80.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03180,,小腳板．走天路教師資源手冊.第3冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-426-5,,,$,80.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03181,,小腳板．走天路教師資源手冊.第5冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-428-9,,,$,80.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03173,,小腳板．走天路親子手冊.第1冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-430-2,,,$,20.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03174,,小腳板．走天路親子手冊.第3冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-432-6,,,$,20.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-03175,,小腳板．走天路親子手冊.第5冊,Chinese,,吳嘉儀劉珮詩編陳淑瑩林德崇插圖,宗教教育中心,978-962-488-434-0,,,$,20.00,,,,,,香港,2008,,幼兒基督教宗教教育課程,
2008-04098,,小腳板的守護天使:兒科護士的絮語,Chinese,竺子心,竺子心著,明窗,978-962-8993-10-9,,,$,55.00,,,,,,香港,2008,,社會事務,
2008-05788,,小蝸牛上學,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-750-1,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05772,,小墨魚,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心,978-962-563-727-3,,,,,,,,$,15.00,香港,2007,17厘米8頁彩圖,內容以簡體字排版,
2008-05026,,小學五年級生,Chinese,重松清,重松清著鍾嘉惠譯,萬里機構.萬里書店,978-962-14-3777-8,,,$,62.00,,,,,,香港,2008,,重松清作品集,
2008-03992,,小學生作文示範,Chinese,,,文光,978-962-386-528-9,,,$,40.00,,,,,,香港,2008,,,
2008-05265,,小學常識. 1上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-598-4,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05289,,"小學常識. 1上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-147-7,,,,,,,,,,香港,2008,,附貼紙1張,
2008-05266,,小學常識. 1上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-599-1,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05267,,小學常識. 1下A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-610-3,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05268,,小學常識. 1下B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-611-0,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05269,,小學常識. 2上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-600-4,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05290,,"小學常識. 2上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-149-1,,,,,,,,,,香港,2008,,附貼紙1張,
2008-05270,,小學常識. 2上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-601-1,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05271,,小學常識. 2下A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-612-7,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05272,,小學常識. 2下B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-613-4,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05273,,小學常識. 3上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-602-8,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05291,,"小學常識. 3上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-151-4,,,,,,,,,,香港,2008,,附貼紙1張,
2008-05274,,小學常識. 3上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-603-5,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05275,,小學常識. 3下A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-614-1,,,$,52.00,,,,,,香港,2008,,,
2008-05276,,小學常識. 3下B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-615-8,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05277,,小學常識. 4上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-604-2,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05292,,"小學常識. 4上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-153-8,,,,,,,,,,香港,2008,,,
2008-05278,,小學常識. 4上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-605-9,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05279,,小學常識. 4下A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-616-5,,,$,52.00,,,,,,香港,2008,,,
2008-05280,,小學常識. 4下B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-617-2,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05281,,小學常識. 5上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-606-6,,,$,52.00,,,,,,香港,2008,,,
2008-05293,,"小學常識. 5上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-155-2,,,,,,,,,,香港,2008,,,
2008-05282,,小學常識. 5上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-607-3,,,$,52.00,,,,,,香港,2008,,,
2008-05283,,小學常識. 5下A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-618-9,,,$,52.00,,,,,,香港,2008,,,
2008-05284,,小學常識. 5下B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-619-6,,,$,52.00,,,,,,香港,2008,,附貼紙1張,
2008-05285,,小學常識. 6上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-608-0,,,$,52.00,,,,,,香港,2008,,,
2008-05294,,"小學常識. 6上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-157-6,,,,,,,,,,香港,2008,,,
2008-05286,,小學常識. 6上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-609-7,,,$,52.00,,,,,,香港,2008,,,
2008-05287,,小學常識. 6下A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-620-2,,,$,52.00,,,,,,香港,2008,,,
2008-05288,,小學常識. 6下B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-621-9,,,$,52.00,,,,,,香港,2008,,,
2008-05319,,小學常識工作紙. 1上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-694-3,,,,,,,,,,香港,2008,,,
2008-05331,,"小學常識工作紙. 1上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-195-8,,,,,,,,,,香港,2008,,,
2008-05320,,小學常識工作紙. 1上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-695-0,,,,,,,,,,香港,2008,,,
2008-05332,,"小學常識工作紙. 1上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-196-5,,,,,,,,,,香港,2008,,,
2008-05321,,小學常識工作紙. 2上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-696-7,,,,,,,,,,香港,2008,,,
2008-05333,,"小學常識工作紙. 2上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-197-2,,,,,,,,,,香港,2008,,,
2008-05322,,小學常識工作紙. 2上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-697-4,,,,,,,,,,香港,2008,,,
2008-05334,,"小學常識工作紙. 2上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-198-9,,,,,,,,,,香港,2008,,,
2008-05323,,小學常識工作紙. 3上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-698-1,,,,,,,,,,香港,2008,,,
2008-05335,,"小學常識工作紙. 3上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-199-6,,,,,,,,,,香港,2008,,,
2008-05324,,小學常識工作紙. 3上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-699-8,,,,,,,,,,香港,2008,,,
2008-05336,,"小學常識工作紙. 3上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-200-9,,,,,,,,,,香港,2008,,,
2008-05325,,小學常識工作紙. 4上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-700-1,,,,,,,,,,香港,2008,,,
2008-05337,,"小學常識工作紙. 4上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-201-6,,,,,,,,,,香港,2008,,,
2008-05326,,小學常識工作紙. 4上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-701-8,,,,,,,,,,香港,2008,,,
2008-05338,,"小學常識工作紙. 4上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-202-3,,,,,,,,,,香港,2008,,,
2008-05327,,小學常識工作紙. 5上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-702-5,,,,,,,,,,香港,2008,,,
2008-05339,,"小學常識工作紙. 5上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-203-0,,,,,,,,,,香港,2008,,,
2008-05328,,小學常識工作紙. 5上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-703-2,,,,,,,,,,香港,2008,,,
2008-05340,,"小學常識工作紙. 5上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-204-7,,,,,,,,,,香港,2008,,,
2008-05329,,小學常識工作紙. 6上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-704-9,,,,,,,,,,香港,2008,,,
2008-05341,,"小學常識工作紙. 6上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-205-4,,,,,,,,,,香港,2008,,,
2008-05330,,小學常識工作紙. 6上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-705-6,,,,,,,,,,香港,2008,,,
2008-05342,,"小學常識工作紙. 6上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-206-1,,,,,,,,,,香港,2008,,,
2008-05295,,小學常識作業. 1上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-670-7,,,$,26.00,,,,,,香港,2008,,,
2008-05307,,"小學常識作業. 1上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-171-2,,,,,,,,,,香港,2008,,,
2008-05296,,小學常識作業. 1上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-671-4,,,$,26.00,,,,,,香港,2008,,,
2008-05308,,"小學常識作業. 1上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-172-9,,,,,,,,,,香港,2008,,,
2008-05297,,小學常識作業. 2上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-672-1,,,$,26.00,,,,,,香港,2008,,,
2008-05309,,"小學常識作業. 2上A,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-173-6,,,,,,,,,,香港,2008,,,
2008-05298,,小學常識作業. 2上B,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-673-8,,,$,26.00,,,,,,香港,2008,,,
2008-05310,,"小學常識作業. 2上B,教師用書",Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-213-174-3,,,,,,,,,,香港,2008,,,
2008-05299,,小學常識作業. 3上A,Chinese,新亞洲出版社編輯委員會編,新亞洲出版社編輯委員會編著,新亞洲修訂版,978-988-209-674-5,,,$,26.00,,,,,,香港,2008,,,
